taxid	lineage	name	rank	SRR15720303	SRR15720304	SRR15720305	SRR15720306	SRR15720307	SRR15720308	SRR15720309	SRR15720310	SRR15720311	SRR15720312	SRR15720313	SRR15720314	SRR15720315	SRR15720316	SRR15720317	SRR15720318	SRR15720319	SRR15720320	SRR15720321	SRR15720322
2421	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptoniphilaceae;family;Finegoldia;genus;	Finegoldia	genus	27	0	0	0	0	17	0	0	0	2	1	0	0	0	0	0	0	0	0	0
2418	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptoniphilaceae;family;Anaerococcus;genus;	Anaerococcus	genus	15	0	0	0	1	12	0	0	2	6	0	0	10	0	0	0	0	0	0	0
4188	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptoniphilaceae;family;Fenollaria;genus;	Fenollaria	genus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2423	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptoniphilaceae;family;Peptoniphilus;genus;	Peptoniphilus	genus	2	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	1	0	0	0
2445	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;	Lachnospiraceae	family	9	0	9	745	0	87	2	0	0	0	0	0	37	0	0	0	0	0	6	297
-2446	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;unclassified_Lachnospiraceae;;	unclassified_Lachnospiraceae		9	0	3	349	0	39	1	0	0	0	0	0	27	0	0	0	0	0	0	205
3938	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Lacrimispora;genus;	Lacrimispora	genus	0	0	5	223	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	52
2636	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Cellulosilyticum;genus;	Cellulosilyticum	genus	0	0	1	126	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	3
4097	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Anaerotignum;genus;	Anaerotignum	genus	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3952	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Anaerocolumna;genus;	Anaerocolumna	genus	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
2676	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Clostridium XlVa;genus;	Clostridium XlVa	genus	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2614	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Anaerosporobacter;genus;	Anaerosporobacter	genus	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2883	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Lachnoanaerobaculum;genus;	Lachnoanaerobaculum	genus	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3278	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Stomatobaculum;genus;	Stomatobaculum	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Blautia;genus;	Blautia	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2456	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Oribacterium;genus;	Oribacterium	genus	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2447	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Shuttleworthia;genus;	Shuttleworthia	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2457	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Sporobacterium;genus;	Sporobacterium	genus	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
3954	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Lachnospiraceae;family;Herbinix;genus;	Herbinix	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2395	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;	Eubacteriaceae	family	8	0	0	0	0	4	0	0	1	0	6	0	0	0	1	3	16	0	0	18
2397	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;Eubacterium;genus;	Eubacterium	genus	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2396	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;Acetobacterium;genus;	Acetobacterium	genus	0	0	0	0	0	3	0	0	0	0	6	0	0	0	1	3	11	0	0	18
2400	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Eubacteriaceae;family;Alkalibacter;genus;	Alkalibacter	genus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
2417	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XI;family;	Clostridiales_Incertae Sedis XI	family	5	0	0	11	0	5	0	0	0	0	0	0	27	0	0	0	1	0	0	81
2428	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XI;family;Sedimentibacter;genus;	Sedimentibacter	genus	5	0	0	11	0	5	0	0	0	0	0	0	27	0	0	0	1	0	0	81
2402	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Gracilibacteraceae;family;	Gracilibacteraceae	family	3	0	0	34	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2403	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Gracilibacteraceae;family;Gracilibacter;genus;	Gracilibacter	genus	3	0	0	33	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
-2403	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Gracilibacteraceae;family;unclassified_Gracilibacteraceae;;	unclassified_Gracilibacteraceae		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;	Clostridiaceae 1	family	0	80	1	133	1	23	0	2	4	9	19	0	1	1	1	4	9	19	1	30
2380	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Clostridium sensu stricto;genus;	Clostridium sensu stricto	genus	0	80	1	108	0	17	0	1	0	1	0	0	0	0	0	0	4	1	0	16
2383	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Oxobacter;genus;	Oxobacter	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2378	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;unclassified_Clostridiaceae 1;;	unclassified_Clostridiaceae 1		0	0	0	24	0	5	0	0	0	6	15	0	0	0	0	0	0	18	0	6
2621	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Proteiniclasticum;genus;	Proteiniclasticum	genus	0	0	0	0	1	0	0	0	4	2	3	0	1	1	1	4	4	0	0	8
3022	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 1;family;Youngiibacter;genus;	Youngiibacter	genus	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0
-2377	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;unclassified_Clostridiales;;	unclassified_Clostridiales		0	1	10	394	0	47	0	11	16	9	16	17	57	2	4	16	100	0	12	74
2404	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Heliobacteriaceae;family;	Heliobacteriaceae	family	0	0	3	94	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	26
3025	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Heliobacteriaceae;family;Hydrogenispora;genus;	Hydrogenispora	genus	0	0	3	94	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	26
2896	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Defluviitaleaceae;family;	Defluviitaleaceae	family	0	0	5	247	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2897	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Defluviitaleaceae;family;Defluviitalea;genus;	Defluviitalea	genus	0	0	5	247	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2393	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 4;family;	Clostridiaceae 4	family	0	0	9	744	0	81	2	2	0	0	0	0	0	0	0	0	0	0	2	33
2618	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 4;family;Geosporobacter;genus;	Geosporobacter	genus	0	0	9	742	0	81	2	2	0	0	0	0	0	0	0	0	0	0	2	33
-2394	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 4;family;unclassified_Clostridiaceae 4;;	unclassified_Clostridiaceae 4		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2479	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;	Peptostreptococcaceae	family	0	0	1	4	0	4	1	0	0	0	0	0	3	2	0	9	0	0	0	42
2625	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Acetoanaerobium;genus;	Acetoanaerobium	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	42
2679	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Clostridium XI;genus;	Clostridium XI	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3281	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Terrisporobacter;genus;	Terrisporobacter	genus	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2480	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;unclassified_Peptostreptococcaceae;;	unclassified_Peptostreptococcaceae		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2481	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Peptostreptococcus;genus;	Peptostreptococcus	genus	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
3958	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Clostridioides;genus;	Clostridioides	genus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2483	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Filifactor;genus;	Filifactor	genus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2465	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 2;family;	Peptococcaceae 2	family	0	0	3	379	0	45	1	0	0	3	0	1	0	0	0	1	1	0	0	0
2467	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 2;family;Pelotomaculum;genus;	Pelotomaculum	genus	0	0	3	379	0	42	1	0	0	1	0	0	0	0	0	1	1	0	0	0
-2466	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 2;family;unclassified_Peptococcaceae 2;;	unclassified_Peptococcaceae 2		0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0
4164	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 2;family;Desulfallas;genus;	Desulfallas	genus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2497	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Syntrophomonadaceae;family;	Syntrophomonadaceae	family	0	0	1	130	4	24	0	2	0	21	2	1	85	0	0	1	7	0	4	190
2500	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Syntrophomonadaceae;family;Syntrophomonas;genus;	Syntrophomonas	genus	0	0	1	129	0	24	0	2	0	3	0	0	85	0	0	0	4	0	4	190
-2498	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Syntrophomonadaceae;family;unclassified_Syntrophomonadaceae;;	unclassified_Syntrophomonadaceae		0	0	0	1	4	0	0	0	0	18	2	1	0	0	0	1	3	0	0	0
2384	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 2;family;	Clostridiaceae 2	family	0	0	0	31	0	2	0	0	6	0	0	0	9	0	0	0	2	0	0	4
2388	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 2;family;Natronincola;genus;	Natronincola	genus	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
-2385	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 2;family;unclassified_Clostridiaceae 2;;	unclassified_Clostridiaceae 2		0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2386	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 2;family;Tindallia;genus;	Tindallia	genus	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	1	0	0	0
2389	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 2;family;Alkaliphilus;genus;	Alkaliphilus	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2470	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;	Peptococcaceae 1	family	0	0	0	22	0	10	0	0	0	0	1	0	23	0	0	2	10	0	0	5
2472	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Dehalobacter;genus;	Dehalobacter	genus	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2474	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Desulfosporosinus;genus;	Desulfosporosinus	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-2471	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;unclassified_Peptococcaceae 1;;	unclassified_Peptococcaceae 1		0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0
2475	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Desulfitibacter;genus;	Desulfitibacter	genus	0	0	0	0	0	0	0	0	0	0	1	0	22	0	0	1	5	0	0	0
2471	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptococcaceae 1;family;Syntrophobotulus;genus;	Syntrophobotulus	genus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2
2390	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 3;family;	Clostridiaceae 3	family	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2831	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiaceae 3;family;Brassicibacter;genus;	Brassicibacter	genus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2433	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;	Clostridiales_Incertae Sedis XIII	family	0	0	0	12	0	1	0	0	0	0	0	0	6	0	0	0	4	0	0	11
4093	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;Aminipila;genus;	Aminipila	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2434	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;Anaerovorax;genus;	Anaerovorax	genus	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
-2434	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XIII;family;unclassified_Clostridiales_Incertae Sedis XIII;;	unclassified_Clostridiales_Incertae Sedis XIII		0	0	0	3	0	1	0	0	0	0	0	0	6	0	0	0	4	0	0	8
3971	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Tissierellaceae;family;	Tissierellaceae	family	0	0	0	2	0	0	0	0	4	0	1	0	31	0	0	1	0	0	0	2
-3972	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Tissierellaceae;family;unclassified_Tissierellaceae;;	unclassified_Tissierellaceae		0	0	0	2	0	0	0	0	0	0	1	0	31	0	0	1	0	0	0	1
3973	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Tissierellaceae;family;Gudongella;genus;	Gudongella	genus	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
2426	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Tissierellaceae;family;Sporanaerobacter;genus;	Sporanaerobacter	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4305	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Vallitaleaceae;family;	Vallitaleaceae	family	0	0	0	0	0	0	0	1	0	0	0	0	6	0	2	2	12	0	0	0
4306	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Vallitaleaceae;family;Petrocella;genus;	Petrocella	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	12	0	0	0
-4306	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Vallitaleaceae;family;unclassified_Vallitaleaceae;;	unclassified_Vallitaleaceae		0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
2429	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XII;family;	Clostridiales_Incertae Sedis XII	family	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	14	31	0	0	0
2430	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XII;family;Acidaminobacter;genus;	Acidaminobacter	genus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	28	0	0	0
2431	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Clostridiales_Incertae Sedis XII;family;Fusibacter;genus;	Fusibacter	genus	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	3	0	0	0
-2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;unclassified_Clostridia;;	unclassified_Clostridia		0	1	1	35	0	1	0	46	148	13	6	774	90	5	14	15	54	0	43	0
2530	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Halanaerobiales;order;	Halanaerobiales	order	0	0	0	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2535	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Halanaerobiales;order;Halobacteroidaceae;family;	Halobacteroidaceae	family	0	0	0	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2538	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Halanaerobiales;order;Halobacteroidaceae;family;Orenia;genus;	Orenia	genus	0	0	0	20	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2544	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Thermoanaerobacterales;order;	Thermoanaerobacterales	order	0	0	0	2	0	1	3	0	28	0	0	25	0	0	0	0	0	0	0	0
2545	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Thermoanaerobacterales;order;Thermoanaerobacteraceae;family;	Thermoanaerobacteraceae	family	0	0	0	2	0	1	3	0	28	0	0	25	0	0	0	0	0	0	0	0
2658	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Thermoanaerobacterales;order;Thermoanaerobacteraceae;family;Syntrophaceticus;genus;	Syntrophaceticus	genus	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2553	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Thermoanaerobacterales;order;Thermoanaerobacteraceae;family;Moorella;genus;	Moorella	genus	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0
-2546	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Thermoanaerobacterales;order;Thermoanaerobacteraceae;family;unclassified_Thermoanaerobacteraceae;;	unclassified_Thermoanaerobacteraceae		0	0	0	0	0	0	0	0	25	0	0	16	0	0	0	0	0	0	0	0
2645	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Natranaerobiales;order;	Natranaerobiales	order	0	0	0	0	0	3	0	3	12	1	0	0	0	0	0	5	34	0	2	0
2646	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Natranaerobiales;order;Natranaerobiaceae;family;	Natranaerobiaceae	family	0	0	0	0	0	3	0	3	12	1	0	0	0	0	0	5	34	0	2	0
2647	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Natranaerobiales;order;Natranaerobiaceae;family;Dethiobacter;genus;	Dethiobacter	genus	0	0	0	0	0	3	0	3	12	1	0	0	0	0	0	5	34	0	2	0
2722	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;	Negativicutes	class	49	1	9	269	0	71	12	0	29	4	0	0	33	0	0	1	1	28	1	52
3998	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;	Veillonellales	order	49	0	0	0	0	32	12	0	29	2	0	0	20	0	0	0	1	1	1	0
2503	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;	Veillonellaceae	family	49	0	0	0	0	32	12	0	29	2	0	0	20	0	0	0	1	1	1	0
2529	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Veillonella;genus;	Veillonella	genus	49	0	0	0	0	30	12	0	6	2	0	0	20	0	0	0	1	0	1	0
2528	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Veillonellales;order;Veillonellaceae;family;Dialister;genus;	Dialister	genus	0	0	0	0	0	2	0	0	23	0	0	0	0	0	0	0	0	1	0	0
2723	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;	Selenomonadales	order	0	1	9	269	0	39	0	0	0	0	0	0	12	0	0	0	0	2	0	45
3994	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Sporomusaceae;family;	Sporomusaceae	family	0	1	9	269	0	38	0	0	0	0	0	0	5	0	0	0	0	2	0	45
2506	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Sporomusaceae;family;Sporomusa;genus;	Sporomusa	genus	0	1	8	256	0	34	0	0	0	0	0	0	5	0	0	0	0	2	0	40
-3995	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Negativicutes;class;Selenomonadales;order;Sporomusaceae;family;unclassified_Sporomusaceae;;	unclassified_Sporomusaceae		0	0	1	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
