accession,length,ZC
IPI00297058,296,-0.2044
IPI00297119,226,-0.2877
IPI00297164,235,-0.1592
IPI00297224,815,-0.0615
IPI00297235,807,-0.0566
IPI00297263,1381,-0.0461
IPI00297277,438,-0.1288
IPI00297475,122,-0.2537
IPI00297651,262,-0.1628
IPI00297875,136,-0.2117
IPI00297910,323,-0.1358
IPI00298022,685,-0.1545
IPI00298082,920,-0.1385
IPI00298136,269,-0.0688
IPI00298158,280,-0.1988
IPI00298383,145,-0.158
IPI00298388,263,-0.0956
IPI00298535,314,-0.2218
IPI00298800,150,-0.1722
IPI00298947,335,-0.2033
IPI00299010,795,-0.1544
IPI00299063,685,-0.0879
IPI00299084,247,-0.256
IPI00299094,943,-0.1256
IPI00299169,634,-0.165
IPI00299193,145,-0.1024
IPI00299225,94,-0.2394
IPI00299425,543,-0.227
IPI00299475,294,-0.111
IPI00299485,652,-0.0326
IPI00300073,422,-0.0703
IPI00300223,478,-0.173
IPI00300299,180,-0.2067
IPI00300594,615,-0.0308
IPI00300744,114,-0.2898
IPI00300770,391,-0.1743
IPI00300813,238,-0.2666
IPI00300865,585,-0.1733
IPI00300971,509,-0.3246
IPI00301021,286,-0.1501
IPI00301076,317,-0.1472
IPI00301143,463,-0.1133
IPI00301173,77,-0.4636
IPI00301202,335,-0.1854
IPI00301248,448,-0.1044
IPI00301280,400,-0.1731
IPI00301294,543,-0.1382
IPI00301512,865,-0.1174
IPI00301554,450,-0.2594
IPI00301841,479,-0.2546
IPI00301971,398,-0.0127
IPI00302162,2169,-0.0315
IPI00302339,168,-0.2941
IPI00302453,4486,-0.1704
IPI00302491,605,-0.1743
IPI00302538,726,-0.218
IPI00302872,699,-0.2126
IPI00303046,217,-0.179
IPI00303120,459,-0.188
IPI00303161,390,-0.1689
IPI00303290,213,-0.1951
IPI00303401,350,-0.1884
IPI00303536,339,-0.2672
IPI00303640,187,-0.299
IPI00303680,774,-0.2109
IPI00303699,303,-0.1478
IPI00303732,171,-0.1625
IPI00303867,152,-0.0531
IPI00303954,150,-0.0841
IPI00304071,615,-0.1693
IPI00304223,567,-0.1863
IPI00304492,372,-0.1693
IPI00304533,579,-0.0888
IPI00304554,251,-0.0922
IPI00304587,1401,-0.1375
IPI00304676,1019,-0.1489
IPI00304865,851,-0.14
IPI00304918,449,-0.1078
IPI00305031,556,-0.0754
IPI00305042,313,-0.0853
IPI00305064,742,0.0349
IPI00305185,221,-0.2703
IPI00305416,134,-0.2654
IPI00305452,226,-0.1645
IPI00305627,468,-0.1697
IPI00305698,758,-0.18
IPI00305734,421,-0.1924
IPI00305868,432,-0.1277
IPI00305912,235,-0.2072
IPI00306137,61,-0.264
IPI00306419,487,-0.2777
IPI00306439,248,-0.157
IPI00306549,515,-0.2148
IPI00306613,302,-0.2455
IPI00306643,292,-0.0536
IPI00306774,468,-0.1365
IPI00306840,441,-0.2312
IPI00307281,125,-0.1953
IPI00307426,322,-0.0641
IPI00307531,240,-0.1423
IPI00307547,147,-0.2439
IPI00307572,324,-0.2385
IPI00307761,101,-0.3124
IPI00307791,410,-0.002
IPI00328181,830,-0.1881
IPI00328195,2946,-0.1398
IPI00328204,429,-0.1242
IPI00328434,731,-0.118
IPI00328555,791,-0.1788
IPI00328591,117,-0.1551
IPI00328715,582,-0.0704
IPI00328717,364,-0.1916
IPI00328753,1357,-0.1455
IPI00328793,1141,-0.1349
IPI00328812,78,-0.2158
IPI00328824,128,-0.1667
IPI00328877,277,-0.1238
IPI00329014,232,-0.1168
IPI00329054,334,-0.1375
IPI00329117,198,-0.2748
IPI00329181,488,-0.2204
IPI00329251,798,-0.1786
IPI00329301,141,-0.1634
IPI00329357,501,-0.0072
IPI00329538,343,-0.1315
IPI00329552,335,-0.177
IPI00329576,426,-0.0701
IPI00329582,514,-0.2432
IPI00329591,449,-0.1785
IPI00329596,371,-0.2067
IPI00329688,350,-0.2012
IPI00329790,278,-0.1754
IPI00332278,284,-0.1473
IPI00332479,310,-0.0978
IPI00332628,596,-0.2172
IPI00332706,163,-0.2838
IPI00332882,685,-0.1384
IPI00333063,653,-0.0721
IPI00333067,1057,-0.1724
IPI00333140,737,-0.0404
IPI00333335,84,-0.0695
IPI00333671,123,-0.2928
IPI00333825,519,-0.0842
IPI00334114,728,-0.0875
IPI00334343,156,-0.1188
IPI00334453,219,-0.2062
IPI00334846,770,-0.1607
IPI00335371,215,-0.1386
IPI00335380,174,-0.2534
IPI00335457,222,-0.0872
IPI00337351,956,-0.129
IPI00337612,715,-0.075
IPI00337642,343,-0.1501
IPI00373884,160,-0.2785
IPI00373900,413,-0.1326
IPI00373972,176,-0.1429
IPI00373998,205,0.0043
IPI00374065,1907,-0.0662
IPI00374076,262,-0.2294
IPI00374077,171,-0.1756
IPI00374124,378,-0.0806
IPI00374192,1434,-0.2005
IPI00374201,121,-0.2168
IPI00374294,495,-0.253
IPI00374552,147,-0.2417
IPI00374559,221,-0.2713
IPI00374568,799,-0.0779
IPI00374590,436,-0.0365
IPI00374657,294,-0.1481
IPI00374670,78,-0.1337
IPI00374748,1102,-0.1509
IPI00374813,359,-0.1139
IPI00374866,770,-0.0892
IPI00375135,143,-0.2098
IPI00375471,707,-0.1992
IPI00375520,520,-0.1413
IPI00375552,489,-0.2084
IPI00375554,418,0.0147
IPI00375577,240,-0.201
IPI00375661,78,-0.235
IPI00375824,297,-0.1875
IPI00375845,723,-0.2396
IPI00375879,622,-0.1663
IPI00375992,220,-0.1676
IPI00376243,289,-0.1185
IPI00376403,529,-0.0633
IPI00376421,98,-0.2164
IPI00376615,233,-0.2469
IPI00376655,250,-0.149
IPI00376745,482,-0.1319
IPI00376833,307,-0.1696
IPI00377074,136,-0.084
IPI00377228,576,-0.161
IPI00377275,421,-0.0559
IPI00382389,449,-0.2455
IPI00382461,140,-0.2804
IPI00382474,110,-0.1636
IPI00382477,94,-0.2814
IPI00382523,1308,-0.1302
IPI00382576,377,-0.1203
IPI00382638,235,-0.1214
IPI00382824,493,-0.1734
IPI00382843,285,-0.0015
IPI00382922,289,-0.1228
IPI00383005,63,-0.4338
IPI00383010,401,-0.2246
IPI00383062,36,-0.3679
IPI00383078,521,-0.0654
IPI00383116,346,-0.2007
IPI00383281,110,-0.1329
IPI00383288,109,-0.1496
IPI00383299,77,-0.367
IPI00383333,62,-0.329
IPI00383342,82,-0.334
IPI00383352,68,-0.2199
IPI00383357,148,-0.2463
IPI00383362,51,-0.1298
IPI00383396,839,-0.1465
IPI00383490,38,-0.4516
IPI00383583,330,-0.1954
IPI00383665,133,-0.1964
IPI00383777,219,-0.1621
IPI00383797,315,-0.222
IPI00383848,215,-0.133
IPI00383877,129,-0.2095
IPI00383915,157,-0.2057
IPI00383938,199,-0.2006
IPI00383959,112,-0.0846
IPI00384022,165,-0.0988
IPI00384064,72,-0.1477
IPI00384069,36,-0.3707
IPI00384093,271,-0.1829
IPI00384111,159,-0.1779
IPI00384207,458,-0.2288
IPI00384229,136,-0.1077
IPI00384234,81,-0.1692
IPI00384306,266,-0.2507
IPI00384332,602,-0.2434
IPI00384346,60,-0.2382
IPI00384373,161,-0.0876
IPI00384375,192,-0.0773
IPI00384419,1302,-0.1784
IPI00384469,807,-0.1251
IPI00384497,255,-0.2717
IPI00384545,137,-0.2729
IPI00384618,142,-0.2388
IPI00384632,180,-0.196
IPI00384648,137,-0.0779
IPI00384665,126,-0.3123
IPI00384681,120,-0.2981
IPI00384727,120,-0.2058
IPI00384787,124,-0.3692
IPI00384796,138,-0.1763
IPI00384803,139,-0.2411
IPI00384809,122,-0.1578
IPI00384851,129,-0.2273
IPI00384909,1672,-0.125
IPI00384913,90,-0.336
IPI00384917,85,-0.2802
IPI00384918,130,-0.1501
IPI00384934,122,-0.2122
IPI00384971,74,-0.31
IPI00384973,222,-0.2394
IPI00385032,203,-0.2432
IPI00385038,336,-0.0816
IPI00385081,134,-0.2311
IPI00385084,139,-0.2052
IPI00385090,49,-0.251
IPI00385100,91,-0.3197
IPI00385115,532,-0.1541
IPI00385125,67,-0.4652
IPI00385133,53,-0.2261
IPI00385141,159,-0.2042
IPI00385147,108,-0.1792
IPI00385296,152,-0.1657
IPI00385299,110,-0.1825
IPI00385301,879,-0.0891
IPI00385303,94,-0.3438
IPI00385322,1275,-0.1314
IPI00385460,165,-0.1791
IPI00385495,707,-0.2184
IPI00385533,293,-0.1053
IPI00385595,348,-0.1361
IPI00385642,127,-0.2043
IPI00385649,803,-0.0914
IPI00385673,116,-0.1213
IPI00385747,161,-0.1971
IPI00385811,336,-0.1725
IPI00385817,140,-0.1564
IPI00385870,145,-0.2807
IPI00385882,353,-0.2065
IPI00385926,71,-0.2365
IPI00385986,206,-0.0727
IPI00385987,672,-0.1674
IPI00386043,454,-0.1308
IPI00386199,620,-0.1632
IPI00386215,165,-0.1034
IPI00386220,205,-0.1767
IPI00386227,244,-0.1892
IPI00386231,131,-0.2504
IPI00386235,171,-0.1868
IPI00386286,133,-0.1639
IPI00386362,354,-0.2176
IPI00386370,346,-0.3268
IPI00386371,225,-0.2732
IPI00386406,127,-0.3356
IPI00386430,89,-0.2429
IPI00386456,54,-0.4271
IPI00386494,592,-0.2237
IPI00386616,92,-0.1755
IPI00386760,674,-0.2205
IPI00386831,540,-0.1132
IPI00386855,79,-0.2272
IPI00386857,64,-0.3229
IPI00386858,114,-0.3109
IPI00386861,346,-0.1929
IPI00386915,94,-0.2117
IPI00386925,163,-0.1088
IPI00386929,225,-0.228
IPI00386939,279,-0.2093
IPI00386948,77,-0.2446
IPI00386960,76,-0.4055
IPI00386967,128,-0.3064
IPI00386986,43,-0.3745
IPI00386989,99,-0.2542
IPI00387003,60,-0.3123
IPI00387005,183,-0.2427
IPI00387006,68,-0.2953
IPI00387052,160,-0.2108
IPI00387076,122,-0.201
IPI00387123,345,-0.183
IPI00394806,132,-0.3748
IPI00394808,327,-0.1418
IPI00394981,1342,-0.1496
IPI00394994,975,-0.1343
IPI00395531,365,-0.1535
IPI00395632,1620,-0.1086
IPI00395692,645,-0.0692
IPI00395733,202,-0.2246
IPI00395800,233,-0.1768
IPI00395887,280,-0.149
IPI00395894,156,-0.2668
IPI00395903,274,-0.132
IPI00395914,495,-0.0712
IPI00395944,435,-0.1909
IPI00396010,815,-0.1295
IPI00396054,870,-0.2411
IPI00396058,1156,-0.2009
IPI00396097,345,-0.2791
IPI00396122,228,-0.1668
IPI00396166,828,-0.1413
IPI00396403,585,-0.1432
IPI00396439,409,-0.1202
IPI00396969,143,-0.1948
IPI00396997,835,-0.1435
IPI00397348,648,-0.129
IPI00397600,444,-0.121
IPI00397631,120,-0.1712
IPI00397758,174,-0.0986
IPI00397860,134,-0.0996
IPI00397876,497,-0.2423
IPI00397878,1458,-0.1043
IPI00397905,434,-0.3106
IPI00397947,370,-0.1586
IPI00397994,168,-0.0201
IPI00398010,385,-0.0744
IPI00398272,1497,-0.0462
IPI00398777,4547,-0.0874
IPI00398897,517,-0.2334
IPI00398918,454,-0.1693
IPI00398972,184,-0.132
IPI00398996,152,-0.1529
IPI00399012,339,-0.1599
IPI00399130,185,-0.0757
IPI00399213,324,-0.1559
IPI00400895,199,-0.11
IPI00400964,210,-0.2711
IPI00400995,159,-0.2846
IPI00401190,157,-0.1033
IPI00401237,424,-0.1705
IPI00401243,232,-0.3237
IPI00401283,602,-0.0393
IPI00401586,101,-0.1477
IPI00401760,169,-0.214
IPI00401985,139,-0.1346
IPI00402088,141,-0.243
IPI00402094,554,-0.1113
IPI00402145,292,-0.2265
IPI00402231,198,-0.0559
IPI00402430,107,-0.2096
IPI00402657,1393,-0.1655
IPI00409640,649,-0.018
IPI00409651,82,-0.2427
IPI00410079,470,-0.0672
IPI00410122,500,-0.052
IPI00410145,501,-0.166
IPI00410157,1551,-0.1791
IPI00410244,638,-0.098
IPI00410314,583,-0.228
IPI00410325,345,-0.0161
IPI00410391,543,-0.2457
IPI00410401,1888,-0.2017
IPI00410421,567,-0.1506
IPI00410476,394,-0.0812
IPI00410502,216,-0.1573
IPI00410504,124,-0.1115
IPI00410506,129,-0.2696
IPI00410516,160,-0.2214
IPI00410561,154,-0.2695
IPI00410687,632,-0.1593
IPI00411469,136,-0.1124
IPI00411473,247,-0.0572
IPI00411486,141,-0.1109
IPI00411526,370,-0.1422
IPI00411637,486,-0.1378
IPI00411702,885,-0.1508
IPI00411872,37,-0.4639
IPI00411886,749,-0.1231
IPI00412157,437,-0.1445
IPI00412337,567,-0.1331
IPI00412345,477,-0.1926
IPI00412376,284,-0.0896
IPI00412430,400,-0.2648
IPI00412546,2494,-0.0736
IPI00412704,172,-0.1314
IPI00412776,70,-0.2579
IPI00413120,158,-0.1352
IPI00413159,237,-0.2314
IPI00413216,579,-0.2608
IPI00413263,492,-0.2019
IPI00413517,1369,-0.1053
IPI00413696,385,-0.2539
IPI00413720,531,-0.2684
IPI00413944,137,-0.3128
IPI00414129,232,-0.2517
IPI00414168,278,-0.204
IPI00414335,764,-0.123
IPI00414349,235,-0.1251
IPI00414382,172,-0.1579
IPI00414548,146,-0.1951
IPI00414597,473,-0.3025
IPI00414717,1203,-0.0954
IPI00414735,59,-0.3072
IPI00414798,125,-0.2179
IPI00414913,113,-0.153
IPI00414927,639,-0.0482
IPI00415041,249,-0.2828
IPI00418256,224,-0.1182
IPI00418344,277,-0.2042
IPI00418426,775,-0.1947
IPI00418454,137,-0.2216
IPI00418484,59,-0.3399
IPI00418523,742,-0.1367
IPI00418544,682,-0.0457
IPI00418557,709,-0.0511
IPI00418595,445,-0.2361
IPI00418604,217,-0.1915
IPI00418611,123,-0.1878
IPI00418624,328,-0.1093
IPI00418657,132,-0.1657
IPI00418676,643,-0.2216
IPI00418743,176,-0.1941
IPI00418754,453,-0.2205
IPI00418871,231,-0.0854
IPI00418883,215,-0.0917
IPI00418887,766,-0.1288
IPI00418990,803,-0.1817
IPI00418993,127,-0.2128
IPI00419032,148,-0.2104
IPI00419073,304,-0.1842
IPI00419083,134,-0.2421
IPI00419151,164,-0.1836
IPI00419181,158,-0.2066
IPI00419276,278,-0.0977
IPI00419296,260,-0.1241
IPI00419471,759,-0.1106
IPI00419497,242,-0.2879
IPI00419572,173,-0.1595
IPI00419595,605,-0.0589
IPI00419596,613,-0.1407
IPI00419598,154,-0.1749
IPI00419618,125,-0.438
IPI00419678,946,-0.2101
IPI00419722,910,-0.1095
IPI00419784,219,-0.2033
IPI00419869,410,-0.2313
IPI00420005,320,-0.2075
IPI00420019,725,0.0049
IPI00423874,643,-0.1316
IPI00424030,199,-0.2288
IPI00425902,202,-0.1906
IPI00425919,166,-0.1787
IPI00425978,111,-0.2581
IPI00426071,120,-0.1357
IPI00427304,77,-0.16
IPI00428100,94,-0.0682
IPI00428450,517,-0.1538
IPI00428710,95,-0.0566
IPI00428846,234,-0.1867
IPI00428974,91,-0.2688
IPI00431263,1386,-0.1531
IPI00431745,322,-0.025
IPI00431791,999,-0.1427
IPI00432060,128,-0.2396
IPI00432065,93,-0.1241
IPI00432179,114,-0.2558
IPI00432180,113,-0.167
IPI00432226,159,-0.1849
IPI00432255,105,-0.3676
IPI00432328,100,-0.1987
IPI00432350,143,-0.1844
IPI00432358,121,-0.2743
IPI00432361,83,-0.2547
IPI00432375,67,-0.4099
IPI00432393,492,-0.0951
IPI00432405,440,-0.1412
IPI00432412,237,-0.0737
IPI00432462,403,-0.2214
IPI00432482,115,0.0273
IPI00432655,410,-0.1705
IPI00432669,101,-0.262
IPI00432680,173,-0.2086
IPI00432686,85,-0.2831
IPI00432687,150,-0.1805
IPI00432701,115,-0.2852
IPI00432702,83,-0.3133
IPI00432704,119,-0.2492
IPI00432705,78,-0.3267
IPI00432706,120,-0.0624
IPI00432711,109,-0.1499
IPI00432729,88,-0.267
IPI00432740,255,-0.1167
IPI00433028,287,-0.0701
IPI00433138,789,-0.133
IPI00433310,225,-0.2232
IPI00433454,123,-0.2195
IPI00433499,856,-0.1369
IPI00433826,350,-0.2945
IPI00434455,99,-0.3538
IPI00434463,84,-0.0931
IPI00434727,96,-0.3432
IPI00434983,416,-0.1303
IPI00435433,192,-0.0747
IPI00435915,166,-0.1295
IPI00435925,99,-0.1193
IPI00435929,108,-0.17
IPI00435940,128,-0.2349
IPI00438278,235,-0.1876
IPI00439706,660,-0.2152
IPI00440684,195,-0.2129
IPI00440764,493,-0.123
IPI00441498,257,-0.075
IPI00441875,207,-0.1998
IPI00441894,471,-0.0633
IPI00441919,272,-0.317
IPI00441925,331,-0.1356
IPI00441944,130,-0.1039
IPI00441948,150,-0.2318
IPI00441969,450,-0.1297
IPI00441997,669,-0.0729
IPI00442076,415,-0.1115
IPI00442188,141,-0.3397
IPI00442192,133,-0.1662
IPI00442225,164,-0.1796
IPI00442231,146,-0.1995
IPI00442274,911,-0.022
IPI00442281,155,-0.1846
IPI00442309,148,-0.2252
IPI00442327,127,-0.2208
IPI00442382,138,-0.3712
IPI00442400,163,-0.2204
IPI00442401,120,-0.2631
IPI00442405,123,-0.1504
IPI00442454,173,-0.2068
IPI00442467,147,-0.2747
IPI00442529,121,-0.32
IPI00442544,122,-0.2351
IPI00442567,172,-0.175
IPI00442584,151,-0.1905
IPI00442598,139,-0.1795
IPI00442601,131,-0.1329
IPI00442745,142,-0.3117
IPI00442777,140,-0.3052
IPI00442781,147,-0.2741
IPI00442798,137,-0.1613
IPI00442823,148,-0.1984
IPI00442829,135,-0.245
IPI00442877,125,-0.207
IPI00442892,219,-0.228
IPI00442922,190,-0.2117
IPI00442923,165,-0.2123
IPI00442990,125,-0.2191
IPI00442992,189,-0.213
IPI00443004,151,-0.2413
IPI00443006,146,-0.2162
IPI00443022,137,-0.2564
IPI00443390,131,-0.17
IPI00443394,140,-0.113
IPI00443420,130,-0.2009
IPI00443422,123,-0.2367
IPI00443479,138,-0.1698
IPI00443497,126,-0.1883
IPI00443541,206,-0.225
IPI00443576,291,-0.1757
IPI00443609,130,-0.3505
IPI00443628,141,-0.0859
IPI00443632,121,-0.254
IPI00443636,137,-0.2762
IPI00443659,152,-0.2306
IPI00443664,123,-0.2532
IPI00443685,136,-0.1686
IPI00443798,147,-0.2375
IPI00443849,121,-0.2203
IPI00443894,122,-0.3814
IPI00443902,289,-0.2084
IPI00443913,161,-0.3312
IPI00443916,137,-0.2378
IPI00443932,129,-0.2186
IPI00443953,299,-0.0961
IPI00443987,190,-0.1869
IPI00443989,129,-0.1287
IPI00443990,207,-0.124
IPI00443991,147,-0.2095
IPI00444009,129,-0.2179
IPI00444022,152,-0.2117
IPI00444040,130,-0.2518
IPI00444045,133,-0.2188
IPI00444051,132,-0.181
IPI00444084,136,-0.2658
IPI00444142,165,-0.1281
IPI00444148,121,-0.125
IPI00444174,194,-0.1026
IPI00444201,149,-0.2793
IPI00444202,128,-0.3271
IPI00444205,184,-0.1302
IPI00444212,163,-0.2071
IPI00444257,171,-0.2253
IPI00444400,123,-0.2682
IPI00444441,150,-0.1224
IPI00444446,170,-0.1441
IPI00444482,129,-0.1455
IPI00444487,124,-0.1842
IPI00444507,143,-0.2114
IPI00444521,132,-0.2311
IPI00444566,127,-0.2882
IPI00444567,167,-0.2079
IPI00444583,129,-0.0805
IPI00444600,212,-0.2701
IPI00444632,134,-0.1943
IPI00444633,198,-0.2705
IPI00444646,1448,-0.1067
IPI00444668,150,-0.1765
IPI00444703,179,-0.2352
IPI00444708,204,-0.1491
IPI00444712,206,-0.1694
IPI00444713,145,-0.3603
IPI00444738,131,-0.2271
IPI00444762,129,-0.1205
IPI00444786,179,-0.2679
IPI00444789,120,-0.2066
IPI00444799,131,-0.2605
IPI00444800,139,-0.0583
IPI00444819,153,-0.1365
IPI00444825,190,-0.2432
IPI00444837,226,-0.1878
IPI00444868,195,-0.2436
IPI00444871,232,-0.1867
IPI00444932,120,-0.2333
IPI00444952,134,-0.1773
IPI00444981,132,-0.2165
IPI00444982,125,-0.2507
IPI00444983,123,-0.2582
IPI00444999,131,-0.2111
IPI00445025,144,-0.2823
IPI00445080,205,-0.2717
IPI00445095,210,-0.082
IPI00445114,197,-0.1822
IPI00445121,142,-0.1769
IPI00445162,257,-0.0245
IPI00445163,224,-0.2313
IPI00445177,155,-0.1504
IPI00445228,140,-0.2234
IPI00445249,164,-0.1119
IPI00445288,136,-0.1339
IPI00445314,176,-0.1985
IPI00445316,127,-0.0699
IPI00445340,160,-0.2335
IPI00445362,203,-0.3395
IPI00445397,153,-0.213
IPI00445410,133,-0.1453
IPI00445512,187,-0.2614
IPI00445524,147,-0.3009
IPI00445545,230,-0.2101
IPI00445567,125,-0.2452
IPI00445587,122,-0.3696
IPI00445624,127,-0.2707
IPI00445626,120,-0.2171
IPI00445648,143,-0.213
IPI00445668,368,-0.2371
IPI00445673,124,-0.2461
IPI00445682,126,-0.3109
IPI00445687,323,-0.097
IPI00445697,154,-0.105
IPI00445703,166,-0.2007
IPI00445708,128,-0.2121
IPI00445716,400,-0.1104
IPI00445747,122,-0.2957
IPI00445748,178,-0.1744
IPI00445749,120,-0.1492
IPI00445751,183,-0.2701
IPI00445752,154,-0.1975
IPI00445774,133,-0.2826
IPI00445803,122,-0.2322
IPI00445833,129,-0.297
IPI00445854,200,-0.1162
IPI00445856,149,-0.142
IPI00445858,182,-0.1718
IPI00445861,138,-0.186
IPI00445869,222,-0.2437
IPI00445899,144,-0.1938
IPI00445929,278,-0.1013
IPI00445930,195,-0.2294
IPI00445970,128,-0.2014
IPI00445996,124,-0.124
IPI00446008,137,-0.2092
IPI00446095,175,-0.1119
IPI00446107,189,-0.2114
IPI00446121,163,-0.2915
IPI00446141,140,-0.1278
IPI00446171,237,-0.2003
IPI00446194,124,-0.2091
IPI00446245,190,-0.3224
IPI00446249,139,-0.2685
IPI00446276,194,-0.2424
IPI00446278,138,-0.2849
IPI00446288,151,-0.3366
IPI00446313,132,-0.2449
IPI00446315,138,-0.1816
IPI00446317,133,-0.2684
IPI00446331,126,-0.3146
IPI00446356,129,-0.3856
IPI00446387,238,-0.3213
IPI00446437,129,-0.2606
IPI00446440,142,-0.2262
IPI00446449,143,-0.2186
IPI00446470,244,-0.2365
IPI00446499,126,-0.2816
IPI00446502,124,-0.2582
IPI00446542,136,-0.1567
IPI00446545,134,-0.2605
IPI00446546,193,-0.2633
IPI00446576,148,-0.115
IPI00446587,144,-0.1124
IPI00446660,108,-0.1084
IPI00446685,174,-0.2936
IPI00446850,172,-0.0909
IPI00446875,388,-0.1324
IPI00447710,65,-0.2808
IPI00448926,196,-0.1637
IPI00451470,84,-0.2823
IPI00451615,1020,-0.1229
IPI00452565,261,-0.1812
IPI00452747,226,-0.1818
IPI00454883,139,-0.1699
IPI00454996,122,-0.1809
IPI00455043,115,-0.2018
IPI00455165,426,-0.2503
IPI00455328,617,-0.1789
IPI00455352,253,-0.2212
IPI00455379,247,-0.167
IPI00455497,309,-0.0951
IPI00455521,492,-0.0349
IPI00455542,369,-0.1451
IPI00455573,159,-0.169
IPI00455575,70,-0.1662
IPI00455600,238,-0.1002
IPI00455608,295,-0.1888
IPI00455646,656,0.0139
IPI00455718,829,-0.2227
IPI00455748,175,-0.1964
IPI00456226,259,-0.1307
IPI00456611,370,-0.165
IPI00456630,1142,-0.123
IPI00456722,2083,-0.1395
IPI00456747,195,-0.2066
IPI00456759,847,-0.1163
IPI00456859,80,-0.3242
IPI00456888,202,-0.2119
IPI00456942,326,-0.1046
IPI00456977,136,-0.2869
IPI00457110,878,-0.1861
IPI00457202,382,-0.1082
IPI00457249,177,-0.05
IPI00457276,115,-0.1854
IPI00465059,618,-0.1461
IPI00465113,621,-0.124
IPI00465139,330,-0.1542
IPI00465154,725,-0.0435
IPI00465172,370,-0.1488
IPI00465177,163,-0.1395
IPI00465187,805,-0.1362
IPI00465188,1289,-0.1854
IPI00465226,354,-0.1941
IPI00465237,369,-0.1011
IPI00465243,712,-0.2406
IPI00465290,559,-0.1326
IPI00465308,555,-0.2051
IPI00465328,924,-0.1371
IPI00465421,104,-0.1235
IPI00465423,307,-0.084
IPI00470356,181,-0.2171
IPI00470378,636,-0.1382
IPI00470401,324,-0.2362
IPI00470409,416,-0.151
IPI00470511,600,-0.1679
IPI00470526,86,-0.3025
IPI00470529,572,-0.1236
IPI00470533,343,-0.2082
IPI00470544,579,-0.2372
IPI00470595,352,-0.1621
IPI00470649,563,-0.1644
IPI00470809,1132,-0.1439
IPI00470842,200,-0.1515
IPI00470882,223,-0.3394
IPI00470897,1006,-0.144
IPI00470917,1840,-0.1288
IPI00470932,463,-0.113
IPI00471998,295,-0.2331
IPI00472348,124,-0.2
IPI00472446,350,-0.289
IPI00472754,1058,-0.1396
IPI00472858,455,-0.3051
IPI00472902,144,-0.2255
IPI00472910,677,-0.1904
IPI00472939,227,-0.1794
IPI00477000,127,-0.1835
IPI00477035,413,-0.0363
IPI00477089,116,-0.2018
IPI00477118,689,-0.1947
IPI00477130,593,-0.0809
IPI00477155,655,-0.1728
IPI00477161,410,-0.2158
IPI00477222,159,-0.2049
IPI00477389,795,-0.1327
IPI00477442,163,-0.1236
IPI00477479,732,-0.0484
IPI00477621,458,-0.0367
IPI00477740,668,-0.1109
IPI00478016,109,-0.2653
IPI00478033,374,-0.0699
IPI00478181,968,-0.1561
IPI00478224,168,-0.2968
IPI00478358,377,-0.258
IPI00478556,273,-0.1946
IPI00478640,145,-0.1907
IPI00478648,372,-0.199
IPI00478827,138,-0.125
IPI00478838,515,-0.1855
IPI00478842,537,-0.2861
IPI00478877,178,-0.1655
IPI00479018,318,-0.1854
IPI00479156,297,-0.2833
IPI00479241,290,-0.2408
IPI00479337,1216,-0.0296
IPI00479357,464,-0.1078
IPI00479361,378,-0.1718
IPI00479468,773,-0.1764
IPI00479473,224,-0.1054
IPI00479623,563,-0.0803
IPI00479708,625,-0.1288
IPI00479746,409,-0.1558
IPI00479809,327,-0.2239
IPI00479919,537,-0.0747
IPI00480007,406,-0.1023
IPI00480050,327,-0.2826
IPI00480136,88,-0.2217
IPI00513815,130,-0.2887
IPI00513930,161,-0.2014
IPI00513955,109,-0.2027
IPI00514037,207,-0.2863
IPI00514041,604,-0.1658
IPI00514045,391,-0.1592
IPI00514092,151,-0.1224
IPI00514130,102,-0.2598
IPI00514153,760,-0.2038
IPI00514177,138,-0.2418
IPI00514190,197,-0.1883
IPI00514236,58,-0.2939
IPI00514253,566,0.1769
IPI00514271,103,-0.156
IPI00514406,172,-0.2688
IPI00514438,403,-0.0444
IPI00514471,245,-0.2632
IPI00514611,348,-0.2291
IPI00514735,176,-0.1473
IPI00514739,132,-0.2689
IPI00514768,327,-0.1702
IPI00514786,626,0.1852
IPI00514883,124,-0.1422
IPI00514897,2177,-0.1262
IPI00514946,107,-0.0938
IPI00514978,179,-0.0812
IPI00514990,1077,-0.2005
IPI00515023,44,-0.2764
IPI00515062,145,-0.2711
IPI00515117,276,-0.1811
IPI00515131,380,-0.1031
IPI00549225,135,-0.257
IPI00549236,254,-0.1331
IPI00549408,173,-0.1915
IPI00549481,376,-0.1634
IPI00549513,305,-0.167
IPI00549586,83,-0.2333
IPI00549664,929,-0.2161
IPI00549844,497,-0.1234
IPI00550038,334,-0.1306
IPI00550109,185,-0.2993
IPI00550165,325,-0.2184
IPI00550300,218,-0.1781
IPI00550346,190,-0.1529
IPI00550380,188,-0.1156
IPI00550440,371,-0.2466
IPI00550571,265,-0.1089
IPI00550703,983,-0.2215
IPI00551003,526,-0.2359
IPI00552151,566,-0.1832
IPI00552176,485,-0.1119
IPI00552243,175,-0.2468
IPI00552593,110,-0.1319
IPI00552605,75,-0.1609
IPI00552686,288,-0.115
IPI00552856,455,-0.0957
IPI00552904,124,-0.2549
IPI00552905,981,-0.1194
IPI00552954,128,-0.1176
IPI00552955,143,-0.2441
IPI00552997,181,-0.2176
