"accession","SGDID","associations"
"YPL015C","S000005936","C,N"
"YPL016W","S000005937","N"
"YPL017C","S000005938","C"
"YPL018W","S000005939","N"
"YPL019C","S000005940","E,V,O"
"YPL020C","S000005941","U"
"YPL022W","S000005943","N"
"YPL024W","S000005945","C,N"
"YPL026C","S000005947","C,N"
"YPL028W","S000005949","C,N"
"YPL029W","S000005950","M"
"YPL030W","S000005951","C"
"YPL031C","S000005952","C,N"
"YPL032C","S000005953","C,K,B"
"YPL036W","S000005957","M,P"
"YPL037C","S000005958","C,N"
"YPL038W","S000005959","C,N"
"YPL040C","S000005961","C,M"
"YPL042C","S000005963","N"
"YPL043W","S000005964","N,U"
"YPL045W","S000005966","C,V"
"YPL046C","S000005967","C,N"
"YPL047W","S000005968","N"
"YPL048W","S000005969","C,N"
"YPL049C","S000005970","N"
"YPL050C","S000005971","E,G,D,A"
"YPL051W","S000005972","G"
"YPL052W","S000005973","C"
"YPL055C","S000005976","N"
"YPL058C","S000005979","P"
"YPL059W","S000005980","M"
"YPL060W","S000005981","M,R"
"YPL061W","S000005982","C,M"
"YPL063W","S000005984","M,R"
"YPL064C","S000005985","C,N"
"YPL065W","S000005986","C"
"YPL066W","S000005987","C,K"
"YPL067C","S000005988","C"
"YPL068C","S000005989","N"
"YPL069C","S000005990","C,M"
"YPL070W","S000005991","C"
"YPL071C","S000005992","C,N"
"YPL072W","S000005993","C"
"YPL074W","S000005995","C"
"YPL075W","S000005996","N"
"YPL076W","S000005997","E"
"YPL078C","S000005999","M,R"
"YPL081W","S000006002","C,N,U"
"YPL082C","S000006003","N,M"
"YPL083C","S000006004","N,M"
"YPL084W","S000006005","C"
"YPL085W","S000006006","E"
"YPL086C","S000006007","C,N"
"YPL087W","S000006008","E,G,D,A"
"YPL089C","S000006010","N"
"YPL090C","S000006011","C,N,U"
"YPL091W","S000006012","C,N,M"
"YPL092W","S000006013","P"
"YPL093W","S000006014","N,U"
"YPL094C","S000006015","E,D"
"YPL096W","S000006017","C,N,M"
"YPL097W","S000006018","C,M"
"YPL099C","S000006020","M"
"YPL100W","S000006021","C,V"
"YPL101W","S000006022","C,N"
"YPL103C","S000006024","M"
"YPL104W","S000006025","C,M"
"YPL105C","S000006026","C,M"
"YPL106C","S000006027","C"
"YPL107W","S000006028","M"
"YPL108W","S000006029","C"
"YPL109C","S000006030","M"
"YPL110C","S000006031","C"
"YPL111W","S000006032","C,N"
"YPL115C","S000006036","C,B"
"YPL116W","S000006037","C,N,K"
"YPL117C","S000006038","C,N"
"YPL118W","S000006039","M"
"YPL119C","S000006040","C"
"YPL120W","S000006041","C,V"
"YPL121C","S000006042","N"
"YPL122C","S000006043","N"
"YPL123C","S000006044","C,V,X"
"YPL124W","S000006045","C,N"
"YPL125W","S000006046","C,N"
"YPL126W","S000006047","N,U"
"YPL127C","S000006048","N"
"YPL128C","S000006049","N"
"YPL129W","S000006050","N"
"YPL130W","S000006051","X"
"YPL131W","S000006052","C,N"
"YPL132W","S000006053","M,R"
"YPL133C","S000006054","C,N"
"YPL134C","S000006055","M,R"
"YPL135W","S000006056","M"
"YPL137C","S000006058","C,M,E"
"YPL138C","S000006059","N"
"YPL139C","S000006060","C,N"
"YPL141C","S000006062","C"
"YPL143W","S000006064","C"
"YPL144W","S000006065","C"
"YPL145C","S000006066","C"
"YPL146C","S000006067","N,U"
"YPL148C","S000006069","M"
"YPL149W","S000006070","C"
"YPL151C","S000006072","C,N"
"YPL152W","S000006073","C"
"YPL153C","S000006074","N"
"YPL154C","S000006075","M,V"
"YPL155C","S000006076","C,M"
"YPL157W","S000006078","N,U"
"YPL158C","S000006079","K,B"
"YPL159C","S000006080","M"
"YPL160W","S000006081","C"
"YPL161C","S000006082","C,N"
"YPL162C","S000006083","V,O"
"YPL164C","S000006085","N"
"YPL166W","S000006087","C,N"
"YPL167C","S000006088","N,M"
"YPL168W","S000006089","M"
"YPL169C","S000006090","C,N"
"YPL172C","S000006093","M"
"YPL173W","S000006094","M"
"YPL174C","S000006095","C"
"YPL175W","S000006096","E,D"
"YPL176C","S000006097","P"
"YPL177C","S000006098","N"
"YPL178W","S000006099","C,N"
"YPL179W","S000006100","C"
"YPL180W","S000006101","V"
"YPL181W","S000006102","N"
"YPL183C","S000006104","C"
"YPL184C","S000006105","C,N"
"YPL186C","S000006107","N,M,E"
"YPL187W","S000006108","X"
"YPL188W","S000006109","M"
"YPL190C","S000006111","N"
"YPL191C","S000006112","C"
"YPL192C","S000006113","C,N"
"YPL193W","S000006114","N"
"YPL194W","S000006115","C,N"
"YPL195W","S000006116","G"
"YPL196W","S000006117","M"
"YPL198W","S000006119","C,U"
"YPL199C","S000006120","C"
"YPL200W","S000006121","N,E,D,L"
"YPL201C","S000006122","C,N"
"YPL202C","S000006123","N,M"
"YPL203W","S000006124","N"
"YPL204W","S000006125","C,N,U,K,B"
"YPL206C","S000006127","M"
"YPL207W","S000006128","E"
"YPL208W","S000006129","C,N"
"YPL209C","S000006130","C,N"
"YPL210C","S000006131","C,N,E"
"YPL211W","S000006132","C,N,U"
"YPL212C","S000006133","N"
"YPL213W","S000006134","C,N"
"YPL214C","S000006135","C"
"YPL215W","S000006136","M"
"YPL216W","S000006137","N"
"YPL217C","S000006138","C,N,M,U"
"YPL218W","S000006139","E,G"
"YPL219W","S000006140","C,N"
"YPL220W","S000006141","C"
"YPL221W","S000006142","E,K,D"
"YPL222W","S000006143","M"
"YPL223C","S000006144","C"
"YPL224C","S000006145","M"
"YPL225W","S000006146","C"
"YPL226W","S000006147","C,N,M"
"YPL227C","S000006148","E,D"
"YPL228W","S000006149","N"
"YPL229W","S000006150","C"
"YPL230W","S000006151","N"
"YPL231W","S000006152","C,M"
"YPL232W","S000006153","P"
"YPL233W","S000006154","N"
"YPL234C","S000006155","V,O"
"YPL235W","S000006156","N"
"YPL236C","S000006157","V"
"YPL239W","S000006160","C,N"
"YPL240C","S000006161","C"
"YPL241C","S000006162","C"
"YPL242C","S000006163","C,K"
"YPL243W","S000006164","C,N"
"YPL244C","S000006165","E,D"
"YPL245W","S000006166","C,N"
"YPL246C","S000006167","G,A"
"YPL247C","S000006168","C,N"
"YPL248C","S000006169","N"
"YPL249C","S000006170","C,K,B"
"YPL252C","S000006173","M"
"YPL253C","S000006174","C,N"
"YPL254W","S000006175","N"
"YPL255W","S000006176","C"
"YPL256C","S000006177","C,N"
"YPL260W","S000006181","C,N"
"YPL262W","S000006183","C,M"
"YPL263C","S000006184","C"
"YPL265W","S000006186","P"
"YPL266W","S000006187","C,N,U"
"YPL267W","S000006188","C,N"
"YPL269W","S000006190","C,N"
"YPL270W","S000006191","M,R"
"YPL271W","S000006192","M,R"
"YPL273W","S000006194","C,N"
"YPL274W","S000006195","E,P"
"YPL275W","S000006196","C"
"YPL283C","S000006204","M"
"YPR001W","S000006205","M"
"YPR002W","S000006206","C,M"
"YPR003C","S000006207","E,D"
"YPR004C","S000006208","M"
"YPR005C","S000006209","C"
"YPR006C","S000006210","M"
"YPR007C","S000006211","N"
"YPR008W","S000006212","C,N"
"YPR009W","S000006213","N"
"YPR010C","S000006214","N,U"
"YPR011C","S000006215","M,R"
"YPR016C","S000006220","C,N,U"
"YPR018W","S000006222","N"
"YPR019W","S000006223","C,N"
"YPR020W","S000006224","M"
"YPR021C","S000006225","M,R"
"YPR022C","S000006226","C,N"
"YPR023C","S000006227","N"
"YPR024W","S000006228","M"
"YPR025C","S000006229","M"
"YPR026W","S000006230","V"
"YPR028W","S000006232","E,G,B,D,A"
"YPR029C","S000006233","C,G"
"YPR030W","S000006234","C,N"
"YPR031W","S000006235","C,N"
"YPR032W","S000006236","C"
"YPR033C","S000006237","C,M"
"YPR034W","S000006238","N"
"YPR035W","S000006239","C,N"
"YPR036W","S000006240","V,O"
"YPR037C","S000006241","E,D"
"YPR040W","S000006244","C,N"
"YPR042C","S000006246","C"
"YPR043W","S000006247","C"
"YPR045C","S000006249","N"
"YPR046W","S000006250","N"
"YPR047W","S000006251","C,M"
"YPR048W","S000006252","M"
"YPR049C","S000006253","V"
"YPR051W","S000006255","C,N"
"YPR052C","S000006256","N"
"YPR054W","S000006258","M"
"YPR055W","S000006259","C,K,B"
"YPR056W","S000006260","N"
"YPR057W","S000006261","N"
"YPR058W","S000006262","M,R"
"YPR060C","S000006264","C,N"
"YPR061C","S000006265","M"
"YPR062W","S000006266","C,N"
"YPR063C","S000006267","E,D"
"YPR065W","S000006269","N"
"YPR066W","S000006270","C"
"YPR067W","S000006271","M"
"YPR068C","S000006272","N"
"YPR069C","S000006273","C,N"
"YPR070W","S000006274","N"
"YPR071W","S000006275","E,D"
"YPR072W","S000006276","C,N"
"YPR073C","S000006277","C,N"
"YPR074C","S000006278","C"
"YPR075C","S000006279","C,V,P,O"
"YPR079W","S000006283","C,G"
"YPR080W","S000006284","C,M"
"YPR081C","S000006285","C"
"YPR082C","S000006286","N"
"YPR083W","S000006287","C,M"
"YPR085C","S000006289","N"
"YPR086W","S000006290","N"
"YPR088C","S000006292","C"
"YPR089W","S000006293","G"
"YPR091C","S000006295","E,D"
"YPR093C","S000006297","C,N"
"YPR094W","S000006298","N"
"YPR095C","S000006299","C,M"
"YPR097W","S000006301","M"
"YPR098C","S000006302","M,T"
"YPR100W","S000006304","M"
"YPR101W","S000006305","N"
"YPR102C","S000006306","C,N"
"YPR103W","S000006307","C,N"
"YPR104C","S000006308","N,U"
"YPR105C","S000006309","E,G"
"YPR107C","S000006311","N"
"YPR108W","S000006312","N"
"YPR110C","S000006314","N,U"
"YPR111W","S000006315","C,K"
"YPR112C","S000006316","N,U"
"YPR113W","S000006317","M,E,G,D,T"
"YPR114W","S000006318","E,D"
"YPR115W","S000006319","C"
"YPR116W","S000006320","M"
"YPR118W","S000006322","C,N"
"YPR119W","S000006323","C,N,K"
"YPR120C","S000006324","N"
"YPR121W","S000006325","X"
"YPR122W","S000006326","K"
"YPR124W","S000006328","C,N,P"
"YPR125W","S000006329","M,R"
"YPR127W","S000006331","C,N"
"YPR128C","S000006332","C"
"YPR129W","S000006333","C"
"YPR131C","S000006335","C"
"YPR132W","S000006336","C"
"YPR133C","S000006337","N"
"YPR134W","S000006338","M"
"YPR135W","S000006339","N"
"YPR137W","S000006341","N,U"
"YPR138C","S000006342","P"
"YPR139C","S000006343","C,E,D"
"YPR140W","S000006344","M,R,T"
"YPR141C","S000006345","C,N"
"YPR143W","S000006347","N,U"
"YPR144C","S000006348","N,U"
"YPR145W","S000006349","C"
"YPR147C","S000006351","C"
"YPR148C","S000006352","C"
"YPR149W","S000006353","C,M,E,P"
"YPR151C","S000006355","M"
"YPR152C","S000006356","N"
"YPR154W","S000006358","C,N"
"YPR155C","S000006359","M,T"
"YPR156C","S000006360","P"
"YPR158W","S000006362","N"
"YPR159W","S000006363","G,P,A"
"YPR160W","S000006364","C"
"YPR161C","S000006365","N"
"YPR162C","S000006366","N"
"YPR164W","S000006368","N"
"YPR165W","S000006369","M,G,K,B"
"YPR166C","S000006370","M"
"YPR167C","S000006371","C"
"YPR168W","S000006372","N"
"YPR169W","S000006373","N,U"
"YPR171W","S000006375","C,K,B"
"YPR172W","S000006376","C,N"
"YPR173C","S000006377","C,E"
"YPR174C","S000006378","C,N"
"YPR175W","S000006379","C,N"
"YPR178W","S000006382","N"
"YPR179C","S000006383","N"
"YPR180W","S000006384","N"
"YPR181C","S000006385","C,E,G"
"YPR182W","S000006386","N"
"YPR183W","S000006387","M,E,D,T"
"YPR184W","S000006388","C,N,M"
"YPR185W","S000006389","C"
"YPR186C","S000006390","N"
"YPR187W","S000006391","C,N"
"YPR188C","S000006392","K"
"YPR189W","S000006393","C,N"
"YPR190C","S000006394","C,N"
"YPR191W","S000006395","M,R"
"YPR192W","S000006396","E,P,D"
"YPR193C","S000006397","C"
"YPR196W","S000006400","N"
"YPR199C","S000006403","C,N"
"YPR201W","S000006405","P"
"YLR390W-A","S000006429","M,X"
"YDL045W-A","S000006430","M"
"YIL009C-A","S000006432","N"
"YPR133W-A","S000006433","M,T"
"YLR438C-A","S000006434","C,N,U"
"YKR035W-A","S000006435","C"
"YFL034C-A","S000006436","C"
"YFR032C-A","S000006437","C"
"YPL249C-A","S000006438","C"
"YCR020W-B","S000006439","N"
"YCR028C-A","S000007222","M"
"YCR087C-A","S000007223","N,U"
"YPL183W-A","S000007224","M"
"YLR035C-A","S000007225","C,N"
"YDR170W-A","S000007227","C"
"YDL130W-A","S000007232","M"
"YDR034W-B","S000007234","C"
"YDR363W-A","S000007235","N"
"YDR525W-A","S000007236","C"
"YER048W-A","S000007237","M"
"YKL053C-A","S000007243","C,N,M"
"YLL018C-A","S000007245","C,M"
"YLR262C-A","S000007246","C,N"
"YML081C-A","S000007247","M"
"YOR298C-A","S000007253","C,N,M"
"YDR322C-A","S000007255","M,R"
"YEL020W-A","S000007256","M,R"
"Q0045","S000007260","M,R"
"Q0050","S000007261","M"
"Q0055","S000007262","M"
"Q0060","S000007263","M"
"Q0065","S000007264","M"
"Q0070","S000007265","M"
"Q0075","S000007266","M"
"Q0080","S000007267","M"
"Q0085","S000007268","M,R"
"Q0105","S000007270","M,R"
"Q0110","S000007271","M,R"
"Q0115","S000007272","M,R"
"Q0120","S000007273","M"
"Q0130","S000007274","M"
"Q0140","S000007275","M"
"Q0160","S000007279","M"
"Q0250","S000007281","M,R"
"Q0255","S000007282","M"
"Q0275","S000007283","M,R"
"YOL077W-A","S000007339","M,R"
"YDR034C-C","S000007344","C"
"YDR034C-D","S000007345","C,N"
"YGR109W-A","S000007346","C"
"YGR109W-B","S000007347","C,N"
"YJR135W-A","S000007348","M,R"
"YOL103W-A","S000007349","C"
"YOL103W-B","S000007350","C,N"
"YOR142W-A","S000007351","C"
"YOR142W-B","S000007352","C,N"
"YOR192C-A","S000007353","C"
"YOR192C-B","S000007354","C,N"
"YOR343W-A","S000007355","C"
"YOR343W-B","S000007356","C,N"
"YPL257W-A","S000007357","C"
"YPL257W-B","S000007358","C,N"
"YPR137C-A","S000007359","C"
"YPR137C-B","S000007360","C,N"
"YPR158C-C","S000007361","C"
"YPR158C-D","S000007362","C,N"
"YPR158W-A","S000007363","C"
"YPR158W-B","S000007364","C,N"
"YGR161C-C","S000007367","C"
"YGR161C-D","S000007368","C,N"
"YGR161W-A","S000007369","C"
"YGR161W-B","S000007370","C,N"
"YHL009W-B","S000007372","C,N"
"YLR157C-A","S000007373","C"
"YLR157C-B","S000007374","C,N"
"YLR227W-A","S000007375","C"
"YLR227W-B","S000007376","C,N"
"YLR256W-A","S000007377","C"
"YLR410W-A","S000007379","C"
"YLR410W-B","S000007380","C,N"
"YML045W-A","S000007381","C"
"YNL054W-A","S000007384","C"
"YNL054W-B","S000007385","C,N"
"YNL284C-A","S000007386","C"
"YNL284C-B","S000007387","C,N"
"YDR098C-A","S000007390","C"
"YDR098C-B","S000007391","C,N"
"YDR210W-A","S000007392","C"
"YDR210W-B","S000007393","C,N"
"YDR261C-C","S000007394","C"
"YDR261C-D","S000007395","C,N"
"YDR261W-A","S000007396","C"
"YDR261W-B","S000007397","C,N"
"YDR316W-A","S000007398","C"
"YDR316W-B","S000007399","C,N"
"YDR365W-A","S000007400","C"
"YDR365W-B","S000007401","C,N"
"YER137C-A","S000007402","C"
"YER159C-A","S000007403","C"
"YFL002W-B","S000007404","C"
"YGR027W-A","S000007405","C"
"YGR027W-B","S000007406","C,N"
"YGR038C-A","S000007407","C"
"YGR038C-B","S000007408","C,N"
"YDR210C-C","S000007409","C"
"YDR210C-D","S000007410","C,N"
"YHR214C-C","S000007421","C"
"YHR072W-A","S000007455","N,U"
"YML058W-A","S000007472","C,N"
"YBL059C-A","S000007488","C,N,M"
"YHR132W-A","S000007496","C,N"
"YBR058C-A","S000007521","E,D"
"YBR085C-A","S000007522","C,N"
"YER053C-A","S000007523","E,D"
"YMR122W-A","S000007524","C,E,D"
"YNR034W-A","S000007525","C"
"YCL057C-A","S000007547","M,R"
"YCL026C-B","S000007548","C,N"
"YBL071W-A","S000007587","C,N"
"YDL085C-A","S000007588","C,N"
"YBR233W-A","S000007595","C,N"
"YDR079C-A","S000007603","N"
"YDR320C-A","S000007604","C,N"
"YDR379C-A","S000007605","M"
"YGR271C-A","S000007608","N,U"
"YJL062W-A","S000007611","M,R"
"YKL018C-A","S000007615","C"
"YLR363W-A","S000007620","N"
"YML007C-A","S000007621","M"
"YNL162W-A","S000007624","C,N"
"YOL159C-A","S000007627","C,N"
"YDR381C-A","S000007650","M,T"
"YER074W-A","S000007651","E,G,D,A"
"YKL138C-A","S000028421","C,N"
"YLR154W-C","S000028422","M"
"YPL096C-A","S000028423","E,D"
"YCL005W-A","S000028508","V,O"
"YNL138W-A","S000028509","N"
"YBR111W-A","S000028510","N"
"YKR095W-A","S000028512","N"
"YMR194C-B","S000028514","M"
"YCL058W-A","S000028518","N"
"YOR020W-A","S000028526","M"
"YPL189C-A","S000028527","M"
"YBL008W-A","S000028529","X"
"YBR200W-A","S000028535","X"
"YNL130C-A","S000028579","M"
"YGR031C-A","S000028636","P"
"YNL024C-A","S000028698","E,G,D,A"
"YJL133C-A","S000028805","M,T"
"YGL041W-A","S000028826","M"
"R0030W","S000029674","N"
"R0020C","S000029675","N"
"R0040C","S000029676","N"
"YHR199C-A","S000029704","C,N"
"YDR119W-A","S000113555","R"
"YDR014W-A","S000113613","N"
