taxid	lineage	name	rank	mgm4575333	mgm4575334	mgm4575335	mgm4575336	mgm4575339	mgm4575340	mgm4575341	mgm4575342	mgm4575343	mgm4575344	mgm4575345	mgm4575346	mgm4575347	mgm4575348
-1773	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Pseudomonadaceae;family;unclassified_Pseudomonadaceae;;	unclassified_Pseudomonadaceae		0	0	0	0	0	0	0	1	0	0	0	0	0	0
1763	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Moraxellaceae;family;	Moraxellaceae	family	0	1	0	0	0	0	1	0	4	0	0	0	0	0
1764	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Pseudomonadales;order;Moraxellaceae;family;Acinetobacter;genus;	Acinetobacter	genus	0	1	0	0	0	0	1	0	4	0	0	0	0	0
1668	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Legionellales;order;	Legionellales	order	0	2	4	1	1	4	0	12	1	0	3	0	0	0
1669	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Legionellales;order;Coxiellaceae;family;	Coxiellaceae	family	0	2	0	1	0	0	0	9	1	0	3	0	0	0
1670	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Legionellales;order;Coxiellaceae;family;Aquicella;genus;	Aquicella	genus	0	2	0	1	0	0	0	9	0	0	3	0	0	0
2938	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Legionellales;order;Coxiellaceae;family;Diplorickettsia;genus;	Diplorickettsia	genus	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1672	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Legionellales;order;Legionellaceae;family;	Legionellaceae	family	0	0	4	0	1	4	0	3	0	0	0	0	0	0
1674	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Legionellales;order;Legionellaceae;family;Legionella;genus;	Legionella	genus	0	0	4	0	1	4	0	3	0	0	0	0	0	0
1856	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Gammaproteobacteria_incertae_sedis;order;	Gammaproteobacteria_incertae_sedis	order	0	0	2	1	0	0	0	0	1	0	5	0	0	0
3536	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Gammaproteobacteria_incertae_sedis;order;Acidibacter;genus;	Acidibacter	genus	0	0	2	1	0	0	0	0	1	0	5	0	0	0
1566	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Chromatiales;order;	Chromatiales	order	0	0	0	0	9	1	1	0	0	0	0	0	0	0
-1567	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Chromatiales;order;unclassified_Chromatiales;;	unclassified_Chromatiales		0	0	0	0	9	1	1	0	0	0	0	0	0	0
1694	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Oceanospirillales;order;	Oceanospirillales	order	0	0	0	0	0	0	0	64	0	0	0	0	0	0
1699	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Oceanospirillales;order;Hahellaceae;family;	Hahellaceae	family	0	0	0	0	0	0	0	63	0	0	0	0	0	0
3467	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Oceanospirillales;order;Hahellaceae;family;Allohahella;genus;	Allohahella	genus	0	0	0	0	0	0	0	63	0	0	0	0	0	0
-1695	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Oceanospirillales;order;unclassified_Oceanospirillales;;	unclassified_Oceanospirillales		0	0	0	0	0	0	0	1	0	0	0	0	0	0
3472	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Cellvibrionales;order;	Cellvibrionales	order	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3480	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Cellvibrionales;order;Cellvibrionaceae;family;	Cellvibrionaceae	family	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1777	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Gammaproteobacteria;class;Cellvibrionales;order;Cellvibrionaceae;family;Cellvibrio;genus;	Cellvibrio	genus	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1175	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;	Betaproteobacteria	class	96	213	324	295	91	66	129	559	305	209	277	147	273	821
1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;	Burkholderiales	order	47	116	248	214	82	46	116	477	231	145	233	82	149	80
1195	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;	Burkholderiaceae	family	26	29	80	31	5	0	0	0	2	0	125	0	0	1
1198	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Cupriavidus;genus;	Cupriavidus	genus	10	0	0	1	0	0	0	0	0	0	2	0	0	0
-1196	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;unclassified_Burkholderiaceae;;	unclassified_Burkholderiaceae		16	29	78	30	5	0	0	0	0	0	87	0	0	1
3504	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Mycoavidus;genus;	Mycoavidus	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1196	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Burkholderia;genus;	Burkholderia	genus	0	0	1	0	0	0	0	0	0	0	18	0	0	0
3503	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Caballeronia;genus;	Caballeronia	genus	0	0	0	0	0	0	0	0	2	0	4	0	0	0
1204	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Ralstonia;genus;	Ralstonia	genus	0	0	0	0	0	0	0	0	0	0	12	0	0	0
1201	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Burkholderiaceae;family;Pandoraea;genus;	Pandoraea	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1206	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;	Comamonadaceae	family	4	6	14	31	13	28	42	227	87	14	8	10	24	4
1227	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;Pelomonas;genus;	Pelomonas	genus	1	0	4	5	1	1	1	0	44	3	2	0	0	0
-1207	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Comamonadaceae;family;unclassified_Comamonadaceae;;	unclassified_Comamonadaceae		3	6	10	26	12	27	41	227	43	11	6	10	24	4
1240	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;	Oxalobacteraceae	family	3	2	5	0	0	0	0	1	3	23	4	7	32	0
-1241	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;unclassified_Oxalobacteraceae;;	unclassified_Oxalobacteraceae		3	2	4	0	0	0	0	1	0	19	0	6	18	0
1246	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Massilia;genus;	Massilia	genus	0	0	1	0	0	0	0	0	3	4	0	1	14	0
1243	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;Oxalobacteraceae;family;Herbaspirillum;genus;	Herbaspirillum	genus	0	0	0	0	0	0	0	0	0	0	4	0	0	0
-1177	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Burkholderiales;order;unclassified_Burkholderiales;;	unclassified_Burkholderiales		14	79	149	152	64	18	74	249	139	108	96	65	93	75
-1176	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;unclassified_Betaproteobacteria;;	unclassified_Betaproteobacteria		49	97	76	80	9	20	12	82	74	64	44	65	124	741
1330	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;	Rhodocyclales	order	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3520	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Zoogloeaceae;family;	Zoogloeaceae	family	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4108	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Rhodocyclales;order;Zoogloeaceae;family;Aromatoleum;genus;	Aromatoleum	genus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1318	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;	Nitrosomonadales	order	0	0	0	0	0	0	1	0	0	0	0	0	0	0
-1319	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Betaproteobacteria;class;Nitrosomonadales;order;unclassified_Nitrosomonadales;;	unclassified_Nitrosomonadales		0	0	0	0	0	0	1	0	0	0	0	0	0	0
1352	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;	Deltaproteobacteria	class	64	75	41	111	11	4	17	45	47	111	68	154	130	212
1417	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfuromonadales;order;	Desulfuromonadales	order	19	5	0	2	0	0	0	0	0	0	3	0	0	167
1423	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfuromonadales;order;Geobacteraceae;family;	Geobacteraceae	family	10	5	0	0	0	0	0	0	0	0	3	0	0	40
1425	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfuromonadales;order;Geobacteraceae;family;Geobacter;genus;	Geobacter	genus	3	0	0	0	0	0	0	0	0	0	2	0	0	10
-1424	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfuromonadales;order;Geobacteraceae;family;unclassified_Geobacteraceae;;	unclassified_Geobacteraceae		7	4	0	0	0	0	0	0	0	0	1	0	0	30
4052	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfuromonadales;order;Geobacteraceae;family;Geomonas;genus;	Geomonas	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0
-1418	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Desulfuromonadales;order;unclassified_Desulfuromonadales;;	unclassified_Desulfuromonadales		9	0	0	2	0	0	0	0	0	0	0	0	0	127
1429	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;	Myxococcales	order	38	35	30	79	9	4	13	24	38	102	56	146	122	11
1452	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;	Sorangiineae	suborder	12	13	12	31	3	1	4	5	8	13	14	34	30	2
1455	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;Polyangiaceae;family;	Polyangiaceae	family	10	10	7	30	1	1	2	4	7	5	14	19	12	2
3233	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;Polyangiaceae;family;Polyangium;genus;	Polyangium	genus	1	0	2	4	0	1	0	0	1	0	2	0	0	0
-1456	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;Polyangiaceae;family;unclassified_Polyangiaceae;;	unclassified_Polyangiaceae		9	10	5	26	1	0	2	4	6	5	12	19	10	2
1457	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;Polyangiaceae;family;Chondromyces;genus;	Chondromyces	genus	0	0	0	0	0	0	0	0	0	0	0	0	2	0
-1453	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;unclassified_Sorangiineae;;	unclassified_Sorangiineae		2	2	5	1	2	0	2	1	1	8	0	15	18	0
3007	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;Labilitrichaceae;family;	Labilitrichaceae	family	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3008	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sorangiineae;suborder;Labilitrichaceae;family;Labilithrix;genus;	Labilithrix	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1430	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Cystobacterineae;suborder;	Cystobacterineae	suborder	16	5	6	7	5	3	8	1	23	78	27	99	82	6
1431	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Cystobacterineae;suborder;Cystobacteraceae;family;	Cystobacteraceae	family	12	3	3	4	1	3	6	1	16	63	16	78	62	1
1433	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Cystobacterineae;suborder;Cystobacteraceae;family;Archangium;genus;	Archangium	genus	12	0	2	1	0	2	2	0	10	40	10	60	39	0
-1432	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Cystobacterineae;suborder;Cystobacteraceae;family;unclassified_Cystobacteraceae;;	unclassified_Cystobacteraceae		0	3	1	3	1	1	4	1	6	23	6	16	15	1
1434	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Cystobacterineae;suborder;Cystobacteraceae;family;Cystobacter;genus;	Cystobacter	genus	0	0	0	0	0	0	0	0	0	0	0	2	8	0
-1431	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Cystobacterineae;suborder;unclassified_Cystobacterineae;;	unclassified_Cystobacterineae		4	2	3	3	4	0	2	0	7	15	11	21	20	5
1443	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Nannocystineae;suborder;	Nannocystineae	suborder	4	5	2	7	0	0	0	0	0	1	6	3	4	0
1448	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Nannocystineae;suborder;Nannocystaceae;family;	Nannocystaceae	family	1	0	0	1	0	0	0	0	0	0	0	0	0	0
-1449	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Nannocystineae;suborder;Nannocystaceae;family;unclassified_Nannocystaceae;;	unclassified_Nannocystaceae		1	0	0	1	0	0	0	0	0	0	0	0	0	0
-1444	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Nannocystineae;suborder;unclassified_Nannocystineae;;	unclassified_Nannocystineae		3	5	2	6	0	0	0	0	0	0	6	3	0	0
1446	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Nannocystineae;suborder;Kofleriaceae;family;	Kofleriaceae	family	0	0	0	0	0	0	0	0	0	1	0	0	4	0
1447	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Nannocystineae;suborder;Kofleriaceae;family;Kofleria;genus;	Kofleria	genus	0	0	0	0	0	0	0	0	0	1	0	0	4	0
-1430	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;unclassified_Myxococcales;;	unclassified_Myxococcales		6	12	10	34	1	0	1	13	7	10	9	10	6	3
3234	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sandaracinaceae;family;	Sandaracinaceae	family	0	0	0	0	0	0	0	5	0	0	0	0	0	0
3235	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Myxococcales;order;Sandaracinaceae;family;Sandaracinus;genus;	Sandaracinus	genus	0	0	0	0	0	0	0	5	0	0	0	0	0	0
-1353	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;unclassified_Deltaproteobacteria;;	unclassified_Deltaproteobacteria		7	35	10	28	0	0	3	15	7	6	9	8	8	29
1353	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;	Bdellovibrionales	order	0	0	1	2	2	0	1	6	2	3	0	0	0	5
1357	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;Bdellovibrionaceae;family;	Bdellovibrionaceae	family	0	0	1	2	2	0	1	6	2	3	0	0	0	5
1358	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;Bdellovibrionaceae;family;Bdellovibrio;genus;	Bdellovibrio	genus	0	0	1	2	2	0	1	1	2	3	0	0	0	5
1360	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Deltaproteobacteria;class;Bdellovibrionales;order;Bdellovibrionaceae;family;Vampirovibrio;genus;	Vampirovibrio	genus	0	0	0	0	0	0	0	5	0	0	0	0	0	0
-842	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;unclassified_Proteobacteria;;	unclassified_Proteobacteria		290	989	580	608	197	145	101	178	467	103	557	225	227	745
3018	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;	Oligoflexia	class	0	0	1	1	5	1	4	13	1	5	0	0	0	2
3019	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Oligoflexales;order;	Oligoflexales	order	0	0	1	0	0	0	0	0	1	4	0	0	0	0
3020	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Oligoflexales;order;Oligoflexaceae;family;	Oligoflexaceae	family	0	0	1	0	0	0	0	0	1	4	0	0	0	0
3021	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Oligoflexales;order;Oligoflexaceae;family;Oligoflexus;genus;	Oligoflexus	genus	0	0	1	0	0	0	0	0	1	4	0	0	0	0
4372	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Bacteriovoracales;order;	Bacteriovoracales	order	0	0	0	1	5	1	4	9	0	1	0	0	0	2
1354	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Bacteriovoracales;order;Bacteriovoracaceae;family;	Bacteriovoracaceae	family	0	0	0	1	4	0	0	3	0	0	0	0	0	0
1356	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Bacteriovoracales;order;Bacteriovoracaceae;family;Peredibacter;genus;	Peredibacter	genus	0	0	0	1	4	0	0	3	0	0	0	0	0	0
-4373	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Bacteriovoracales;order;unclassified_Bacteriovoracales;;	unclassified_Bacteriovoracales		0	0	0	0	1	1	4	6	0	1	0	0	0	1
4373	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Bacteriovoracales;order;Halobacteriovoraceae;family;	Halobacteriovoraceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3225	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Bacteriovoracales;order;Halobacteriovoraceae;family;Halobacteriovorax;genus;	Halobacteriovorax	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4368	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Silvanigrellales;order;	Silvanigrellales	order	0	0	0	0	0	0	0	4	0	0	0	0	0	0
4369	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Silvanigrellales;order;Silvanigrellaceae;family;	Silvanigrellaceae	family	0	0	0	0	0	0	0	4	0	0	0	0	0	0
-4370	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Silvanigrellales;order;Silvanigrellaceae;family;unclassified_Silvanigrellaceae;;	unclassified_Silvanigrellaceae		0	0	0	0	0	0	0	4	0	0	0	0	0	0
2259	Root;rootrank;Bacteria;domain;Firmicutes;phylum;	Firmicutes	phylum	290	20	68	14	4	0	1	0	156	58	46	32	11	6
2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;	Bacilli	class	278	18	68	13	3	0	1	0	153	46	35	26	11	0
2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;	Bacillales	order	276	18	68	13	2	0	1	0	152	46	34	23	11	0
2264	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;	Bacillaceae 1	family	168	5	10	1	0	0	0	0	39	8	16	4	1	0
-2265	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillaceae 1;family;unclassified_Bacillaceae 1;;	unclassified_Bacillaceae 1		168	5	10	1	0	0	0	0	39	8	16	4	1	0
2292	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillales_Incertae Sedis XII;family;	Bacillales_Incertae Sedis XII	family	1	0	2	0	0	0	0	0	0	0	0	0	1	0
2293	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Bacillales_Incertae Sedis XII;family;Exiguobacterium;genus;	Exiguobacterium	genus	1	0	2	0	0	0	0	0	0	0	0	0	1	0
2297	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;	Paenibacillaceae 1	family	4	1	5	4	0	0	0	0	0	4	1	0	1	0
2298	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;Paenibacillus;genus;	Paenibacillus	genus	4	0	3	1	0	0	0	0	0	0	1	0	1	0
2300	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;Cohnella;genus;	Cohnella	genus	0	1	0	3	0	0	0	0	0	0	0	0	0	0
-2298	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;unclassified_Paenibacillaceae 1;;	unclassified_Paenibacillaceae 1		0	0	2	0	0	0	0	0	0	0	0	0	0	0
2301	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Paenibacillaceae 1;family;Brevibacillus;genus;	Brevibacillus	genus	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2262	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Alicyclobacillaceae;family;	Alicyclobacillaceae	family	1	6	0	0	0	0	0	0	0	2	0	2	0	0
2591	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Alicyclobacillaceae;family;Tumebacillus;genus;	Tumebacillus	genus	1	0	0	0	0	0	0	0	0	2	0	2	0	0
2263	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Alicyclobacillaceae;family;Alicyclobacillus;genus;	Alicyclobacillus	genus	0	6	0	0	0	0	0	0	0	0	0	0	0	0
-2262	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;unclassified_Bacillales;;	unclassified_Bacillales		102	6	37	7	2	0	1	0	60	25	17	17	8	0
2325	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Thermoactinomycetaceae 1;family;	Thermoactinomycetaceae 1	family	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2606	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Thermoactinomycetaceae 1;family;Shimazuella;genus;	Shimazuella	genus	0	0	1	0	0	0	0	0	0	0	0	0	0	0
-2326	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Thermoactinomycetaceae 1;family;unclassified_Thermoactinomycetaceae 1;;	unclassified_Thermoactinomycetaceae 1		0	0	1	0	0	0	0	0	0	0	0	0	0	0
2320	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Staphylococcaceae;family;	Staphylococcaceae	family	0	0	12	1	0	0	0	0	53	7	0	0	0	0
2322	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Bacillales;order;Staphylococcaceae;family;Staphylococcus;genus;	Staphylococcus	genus	0	0	12	1	0	0	0	0	53	7	0	0	0	0
-2261	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;unclassified_Bacilli;;	unclassified_Bacilli		2	0	0	0	0	0	0	0	1	0	0	3	0	0
2333	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;	Lactobacillales	order	0	0	0	0	1	0	0	0	0	0	1	0	0	0
2334	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Aerococcaceae;family;	Aerococcaceae	family	0	0	0	0	1	0	0	0	0	0	0	0	0	0
-2335	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;Aerococcaceae;family;unclassified_Aerococcaceae;;	unclassified_Aerococcaceae		0	0	0	0	1	0	0	0	0	0	0	0	0	0
-2334	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Bacilli;class;Lactobacillales;order;unclassified_Lactobacillales;;	unclassified_Lactobacillales		0	0	0	0	0	0	0	0	0	0	1	0	0	0
2375	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;	Clostridia	class	9	2	0	1	1	0	0	0	1	0	8	3	0	4
2376	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;	Clostridiales	order	8	2	0	1	1	0	0	0	1	0	8	3	0	4
2479	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;	Peptostreptococcaceae	family	4	0	0	0	0	0	0	0	0	0	3	1	0	0
-2480	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;unclassified_Peptostreptococcaceae;;	unclassified_Peptostreptococcaceae		4	0	0	0	0	0	0	0	0	0	0	1	0	0
3960	Root;rootrank;Bacteria;domain;Firmicutes;phylum;Clostridia;class;Clostridiales;order;Peptostreptococcaceae;family;Paraclostridium;genus;	Paraclostridium	genus	0	0	0	0	0	0	0	0	0	0	3	0	0	0
