study,envirotype,lineage,sample,Run,groupby,group,Eh,Eh7,ZC
YHK+20,Groundwater,Bacteria,H41_PNK084,ERR3374454,Location,Middle Slope,416.4,433.2,-0.150858
YHK+20,Groundwater,Bacteria,H41_PNK087,ERR3374455,Location,Middle Slope,416.4,433.2,-0.150631
YHK+20,Groundwater,Bacteria,H42_PNK072,ERR3374457,Location,Middle Slope,153.6,159.2,-0.155646
YHK+20,Groundwater,Bacteria,H42_PNK075,ERR3374458,Location,Middle Slope,153.6,159.2,-0.151315
YHK+20,Groundwater,Bacteria,H42_PNK084,ERR3374459,Location,Middle Slope,153.6,159.2,-0.152848
YHK+20,Groundwater,Bacteria,H42_PNK087,ERR3374460,Location,Middle Slope,153.6,159.2,-0.154565
YHK+20,Groundwater,Bacteria,H43_PNK072,ERR3374462,Location,Middle Slope,227.7,233.3,-0.159341
YHK+20,Groundwater,Bacteria,H43_PNK075,ERR3374463,Location,Middle Slope,227.7,233.3,-0.156934
YHK+20,Groundwater,Bacteria,H43_PNK084,ERR3374464,Location,Middle Slope,227.7,233.3,-0.154519
YHK+20,Groundwater,Bacteria,H43_PNK087,ERR3374465,Location,Middle Slope,227.7,233.3,-0.156434
YHK+20,Groundwater,Bacteria,H51_PNK072,ERR3374467,Location,Lower Footslope,380.8,392,-0.150914
YHK+20,Groundwater,Bacteria,H51_PNK084,ERR3374468,Location,Lower Footslope,380.8,392,-0.15719
YHK+20,Groundwater,Bacteria,H52_PNK054,ERR3374469,Location,Lower Footslope,226,242.8,-0.153794
YHK+20,Groundwater,Bacteria,H52_PNK072,ERR3374470,Location,Lower Footslope,226,242.8,-0.159843
YHK+20,Groundwater,Bacteria,H52_PNK084,ERR3374471,Location,Lower Footslope,226,242.8,-0.1576
YHK+20,Groundwater,Bacteria,H52_PNK087,ERR3374472,Location,Lower Footslope,226,242.8,-0.161265
YHK+20,Groundwater,Bacteria,H53_PNK054,ERR3374473,Location,Lower Footslope,237.5,259.9,-0.149715
YHK+20,Groundwater,Bacteria,H53_PNK072,ERR3374474,Location,Lower Footslope,237.5,259.9,-0.151903
YHK+20,Groundwater,Bacteria,H53_PNK075,ERR3374475,Location,Lower Footslope,237.5,259.9,-0.153662
YHK+20,Groundwater,Bacteria,H53_PNK084,ERR3374476,Location,Lower Footslope,237.5,259.9,-0.154623
YHK+20,Groundwater,Bacteria,H53_PNK087,ERR3374477,Location,Lower Footslope,237.5,259.9,-0.158655
JDP+20,Groundwater,Bacteria,PZOV_0013,SRR9659503,Roll-Front Setting,Oxidized,379.1,418.7,-0.135158
JDP+20,Groundwater,Bacteria,PTZO_0001,SRR9659504,Roll-Front Setting,Oxidized,354.6,399.6,-0.147244
JDP+20,Groundwater,Bacteria,MOZO_0007,SRR9659506,Roll-Front Setting,Intermediate,172.3,214.3,-0.171525
JDP+20,Groundwater,Bacteria,MOZO_0009,SRR9659505,Roll-Front Setting,Intermediate,166.2,207,-0.141855
JDP+20,Groundwater,Bacteria,PZOV_0001,SRR9659510,Roll-Front Setting,Intermediate,69.9,105.4,-0.143463
JDP+20,Groundwater,Bacteria,PZOV_0024,SRR9659509,Roll-Front Setting,Reduced,-9.4,58.6,-0.150457
JDP+20,Groundwater,Bacteria,PZOV_0021,SRR9659508,Roll-Front Setting,Reduced,3.8,72.4,-0.153441
JDP+20,Groundwater,Bacteria,PZOV_0022,SRR9659507,Roll-Front Setting,Reduced,-14,55.2,-0.149857
GWS+19,Groundwater,Bacteria,G1,SRR6152546,Type,Un-confined,186,254,-0.148962
GWS+19,Groundwater,Bacteria,G2,SRR6152537,Type,Un-confined,13,82.7,-0.143081
GWS+19,Groundwater,Bacteria,G3,SRR6152544,Type,Confined,81,130.3,-0.172553
GWS+19,Groundwater,Bacteria,G4-1,SRR6152543,Type,Confined,-76,-8.8,-0.154999
GWS+19,Groundwater,Bacteria,G4-2,SRR6152542,Type,Confined,45,104.5,-0.174408
GWS+19,Groundwater,Bacteria,G4-3,SRR6152541,Type,Confined,-3,51.6,-0.144142
GWS+19,Groundwater,Bacteria,G4-4,SRR6152540,Type,Confined,126,184.1,-0.149077
GWS+19,Groundwater,Bacteria,G4-5,SRR6152547,Type,Confined,16,73.2,-0.148604
GWS+19,Groundwater,Bacteria,G5-1,SRR6152545,Type,Confined,-75,-11.8,-0.14696
GWS+19,Groundwater,Bacteria,G5-2,SRR6152538,Type,Confined,-83,-14.5,-0.15213
GWS+19,Groundwater,Bacteria,G6,SRR6152539,Type,Confined,-94,-23.6,-0.152669
SRM+21,Groundwater,Bacteria,DW1,SRR11687821,Depth,Deep,-64.8,-91.2,-0.146092
SRM+21,Groundwater,Bacteria,DW2,SRR11687820,Depth,Deep,173.7,151.9,-0.163316
SRM+21,Groundwater,Bacteria,DW3,SRR11687816,Depth,Deep,172.6,145.7,-0.149711
SRM+21,Groundwater,Bacteria,DW4,SRR11687815,Depth,Deep,189.7,154.8,-0.141706
SRM+21,Groundwater,Bacteria,DW5,SRR11687814,Depth,Deep,144.3,114.8,-0.147402
SRM+21,Groundwater,Bacteria,DW6,SRR11687813,Depth,Deep,177.5,170.9,-0.146166
SRM+21,Groundwater,Bacteria,SW,SRR11687817,Depth,Surface,182.9,176.9,-0.150372
SRM+21,Groundwater,Bacteria,W1,SRR11687812,Depth,Shallow,147.5,113.1,-0.147532
SRM+21,Groundwater,Bacteria,W2,SRR11687811,Depth,Shallow,217.2,175.1,-0.143602
SRM+21,Groundwater,Bacteria,W3,SRR11687810,Depth,Shallow,87,41.2,-0.142721
SRM+21,Groundwater,Bacteria,W4,SRR11687809,Depth,Shallow,199.4,175.5,-0.152008
SRM+21,Groundwater,Bacteria,W5,SRR11687819,Depth,Shallow,208.2,180.2,-0.143853
SRM+21,Groundwater,Bacteria,W6,SRR11687818,Depth,Shallow,200.5,163.4,-0.140165
ZCZ+21,Groundwater,Bacteria,1BS,SRR12785273,Location,BS,-111,-86.2,-0.156579
ZCZ+21,Groundwater,Bacteria,1CR1,SRR12785266,Location,CR1,-117,-82.1,-0.151073
ZCZ+21,Groundwater,Bacteria,1CR2,SRR12785263,Location,CR2,-94,-58.6,-0.153671
ZCZ+21,Groundwater,Bacteria,1LO,SRR12785260,Location,LO,-31,7.2,-0.161823
ZCZ+21,Groundwater,Bacteria,1MN,SRR12785277,Location,MN,-140,-89.4,-0.134924
ZCZ+21,Groundwater,Bacteria,1VA,SRR12785270,Location,VA,352,416.7,-0.156638
ZCZ+21,Groundwater,Bacteria,2BS,SRR12785272,Location,BS,-111,-86.2,-0.15661
ZCZ+21,Groundwater,Bacteria,2CR1,SRR12785265,Location,CR1,-117,-82.1,-0.152124
ZCZ+21,Groundwater,Bacteria,2CR2,SRR12785262,Location,CR2,-94,-58.6,-0.153257
ZCZ+21,Groundwater,Bacteria,2LO,SRR12785275,Location,LO,-31,7.2,-0.161042
ZCZ+21,Groundwater,Bacteria,2MN,SRR12785276,Location,MN,-140,-89.4,-0.143534
ZCZ+21,Groundwater,Bacteria,2VA,SRR12785269,Location,VA,352,416.7,-0.157747
ZCZ+21,Groundwater,Bacteria,3BS,SRR12785271,Location,BS,-111,-86.2,-0.156258
ZCZ+21,Groundwater,Bacteria,3CR1,SRR12785264,Location,CR1,-117,-82.1,-0.151661
ZCZ+21,Groundwater,Bacteria,3CR2,SRR12785261,Location,CR2,-94,-58.6,-0.153325
ZCZ+21,Groundwater,Bacteria,3LO,SRR12785274,Location,LO,-31,7.2,-0.161313
ZCZ+21,Groundwater,Bacteria,3MN,SRR12785267,Location,MN,-140,-89.4,-0.143654
ZCZ+21,Groundwater,Bacteria,3VA,SRR12785268,Location,VA,352,416.7,-0.157194
CSW+22,Groundwater,Bacteria,HSB-1,SRR15661623,BTEX,High,-118,-133.1,-0.160945
CSW+22,Groundwater,Bacteria,HSB-2,SRR15661619,BTEX,High,9,12.5,-0.153119
CSW+22,Groundwater,Bacteria,LB-1,SRR15661622,BTEX,Low,63,57.2,-0.147553
CSW+22,Groundwater,Bacteria,LB-2,SRR15661620,BTEX,Low,-37,-24.3,-0.145834
CSW+22,Groundwater,Bacteria,HS,SRR15661618,BTEX,No,173,169.6,-0.164508
CSW+22,Groundwater,Bacteria,RW,SRR15661621,BTEX,No,146,163.4,-0.167822
CSW+22,Groundwater,Archaea,HSB-1,SRR15661623,BTEX,High,-118,-133.1,-0.167339
CSW+22,Groundwater,Archaea,LB-1,SRR15661622,BTEX,Low,63,57.2,-0.186032
CSW+22,Groundwater,Archaea,HS,SRR15661618,BTEX,No,173,169.6,-0.116451
CSW+22,Groundwater,Archaea,RW,SRR15661621,BTEX,No,146,163.4,-0.181515
GXS+22,Groundwater,Bacteria,AY06,SRR16242151,Subarea,A,107,136.6,-0.156477
GXS+22,Groundwater,Bacteria,AY10,SRR16242160,Subarea,B,106,153.3,-0.155204
GXS+22,Groundwater,Bacteria,AY12,SRR16242159,Subarea,B,123,176.2,-0.155204
GXS+22,Groundwater,Bacteria,AY15,SRR16242156,Subarea,B,98,115.7,-0.158482
GXS+22,Groundwater,Bacteria,AY16,SRR16242155,Subarea,B,158,175.7,-0.146302
GXS+22,Groundwater,Bacteria,AY19,SRR16242150,Subarea,C,83,112.6,-0.165958
GXS+22,Groundwater,Bacteria,AY20,SRR16242149,Subarea,C,100,111.8,-0.157944
GXS+22,Groundwater,Bacteria,AY22,SRR16242161,Subarea,C,74,109.5,-0.157837
GXS+22,Groundwater,Archaea,AY06,SRR16242151,Subarea,A,107,136.6,-0.189346
GXS+22,Groundwater,Archaea,AY10,SRR16242160,Subarea,B,106,153.3,-0.186968
JHL+12,Sediment,Bacteria,GC6-65,SRR396771,Core,GC6,45,92.3,-0.159936
JHL+12,Sediment,Bacteria,GC6-87,SRR396772,Core,GC6,40,116.9,-0.141685
JHL+12,Sediment,Bacteria,GC6-156,SRR396774,Core,GC6,155,196.4,-0.145891
JHL+12,Sediment,Bacteria,GC6-174,SRR396775,Core,GC6,215,256.4,-0.143069
JHL+12,Sediment,Bacteria,GC6-232,SRR396776,Core,GC6,120,155.5,-0.160112
JHL+12,Sediment,Bacteria,GC6-296,SRR396777,Core,GC6,-7,46.2,-0.15604
JHL+12,Sediment,Bacteria,GC12-19,SRR396766,Core,GC12,286,321.5,-0.162727
JHL+12,Sediment,Bacteria,GC12-36,SRR396763,Core,GC12,350,379.6,-0.15512
JHL+12,Sediment,Bacteria,GC12-81,SRR396765,Core,GC12,-118,-100.3,-0.146548
JHL+12,Sediment,Bacteria,GC12-126,SRR396764,Core,GC12,-165,-147.3,-0.156443
JHL+12,Sediment,Bacteria,GC12-203,SRR396767,Core,GC12,-110,-92.3,-0.17698
JHL+12,Sediment,Bacteria,GC12-310,SRR396769,Core,GC12,-155,-137.3,-0.185566
JHL+12,Sediment,Archaea,GC6-16,SRR396768,Core,GC6,320,355.5,-0.18954
JHL+12,Sediment,Archaea,GC6-87,SRR396772,Core,GC6,40,116.9,-0.188866
JHL+12,Sediment,Archaea,GC6-156,SRR396774,Core,GC6,155,196.4,-0.188476
JHL+12,Sediment,Archaea,GC6-174,SRR396775,Core,GC6,215,256.4,-0.188325
JHL+12,Sediment,Archaea,GC6-232,SRR396776,Core,GC6,120,155.5,-0.178897
JHL+12,Sediment,Archaea,GC6-296,SRR396777,Core,GC6,-7,46.2,-0.187097
JHL+12,Sediment,Archaea,GC12-19,SRR396766,Core,GC12,286,321.5,-0.187707
JHL+12,Sediment,Archaea,GC12-36,SRR396763,Core,GC12,350,379.6,-0.189484
JHL+12,Sediment,Archaea,GC12-81,SRR396765,Core,GC12,-118,-100.3,-0.188325
JHL+12,Sediment,Archaea,GC12-126,SRR396764,Core,GC12,-165,-147.3,-0.189901
JHL+12,Sediment,Archaea,GC12-203,SRR396767,Core,GC12,-110,-92.3,-0.18311
JHL+12,Sediment,Archaea,GC12-310,SRR396769,Core,GC12,-155,-137.3,-0.174093
GFE+16,Sediment,Bacteria,STA1-DEC_07,SRR1610540,Station,1,-243,-243,-0.167401
GFE+16,Sediment,Bacteria,STA1-APR_08,SRR1610794,Station,1,-270,-270,-0.166639
GFE+16,Sediment,Bacteria,STA1-SEP_08,SRR1610807,Station,1,-50,-50,-0.16057
GFE+16,Sediment,Bacteria,STA1-JAN_09,SRR1610813,Station,1,-311,-311,-0.167381
GFE+16,Sediment,Bacteria,STA4-DEC_07,SRR1610590,Station,4,-238,-238,-0.168805
GFE+16,Sediment,Bacteria,STA4-APR_08,SRR1610797,Station,4,-280,-280,-0.16387
GFE+16,Sediment,Bacteria,STA4-SEP_08,SRR1610810,Station,4,-113,-113,-0.156494
GFE+16,Sediment,Bacteria,STA4-JAN_09,SRR1610814,Station,4,-171,-171,-0.165645
GFE+16,Sediment,Bacteria,STA7-APR_08,SRR1610800,Station,7,-118,-118,-0.166735
GFE+16,Sediment,Bacteria,STA7-SEP_08,SRR1610811,Station,7,3,3,-0.153829
GFE+16,Sediment,Bacteria,STA7-JAN_09,SRR1610815,Station,7,-234,-234,-0.169886
GFE+16,Sediment,Bacteria,STA18-DEC_07,SRR1610596,Station,18,-164,-164,-0.163737
GFE+16,Sediment,Bacteria,STA18-APR_08,SRR1610801,Station,18,-108,-108,-0.154577
GFE+16,Sediment,Bacteria,STA18-SEP_08,SRR1610812,Station,18,-131,-131,-0.150822
GFE+16,Sediment,Bacteria,STA18-JAN_09,SRR1610816,Station,18,-102,-102,-0.167214
ZML+17,Sediment,Bacteria,MG1WinA,ERR1220570,Type,Mangrove Forest,300,304.1,-0.155114
ZML+17,Sediment,Bacteria,MG1WinB,ERR1220571,Type,Mangrove Forest,296,259.3,-0.166045
ZML+17,Sediment,Bacteria,MG1WinC,ERR1220573,Type,Mangrove Forest,251,263.4,-0.170864
ZML+17,Sediment,Bacteria,MG1WinD,ERR1220574,Type,Mangrove Forest,219,254.5,-0.165576
ZML+17,Sediment,Bacteria,MG2WinA,ERR1220576,Type,Mangrove Forest,264,270.5,-0.162371
ZML+17,Sediment,Bacteria,MG2WinB,ERR1220577,Type,Mangrove Forest,259,224.1,-0.161374
ZML+17,Sediment,Bacteria,MG2WinC,ERR1220579,Type,Mangrove Forest,235,225.5,-0.168293
ZML+17,Sediment,Bacteria,MG2WinD,ERR1220580,Type,Mangrove Forest,217,224.7,-0.158888
ZML+17,Sediment,Bacteria,MG3WinA,ERR1220582,Type,Mangrove Forest,266,231.1,-0.162639
ZML+17,Sediment,Bacteria,MG3WinB,ERR1220583,Type,Mangrove Forest,209,165.8,-0.164709
ZML+17,Sediment,Bacteria,MG3WinC,ERR1220585,Type,Mangrove Forest,202,189.6,-0.164777
ZML+17,Sediment,Bacteria,MG3WinD,ERR1220586,Type,Mangrove Forest,209,232.7,-0.15766
ZML+17,Sediment,Bacteria,TF1WinA,ERR1220588,Type,Intertidal Mudflat,217,220.5,-0.163286
ZML+17,Sediment,Bacteria,TF1WinB,ERR1220589,Type,Intertidal Mudflat,212,252.2,-0.155849
ZML+17,Sediment,Bacteria,TF2WinA,ERR1220591,Type,Intertidal Mudflat,-63.6,-37,-0.164826
ZML+17,Sediment,Bacteria,TF2WinB,ERR1220592,Type,Intertidal Mudflat,58,103.6,-0.158735
ZML+17,Sediment,Bacteria,TF3WinA,ERR1220594,Type,Intertidal Mudflat,-42.8,-41.6,-0.154274
ZML+17,Sediment,Bacteria,TF3WinB,ERR1220595,Type,Intertidal Mudflat,106.6,137.4,-0.158098
ZML+17,Sediment,Bacteria,MG1SumA,ERR1220547,Type,Mangrove Forest,398,379.1,-0.154069
ZML+17,Sediment,Bacteria,MG1SumB,ERR1220549,Type,Mangrove Forest,171,205.3,-0.16647
ZML+17,Sediment,Bacteria,MG1SumC,ERR1220550,Type,Mangrove Forest,95,148.2,-0.160242
ZML+17,Sediment,Bacteria,MG2SumA,ERR1220552,Type,Mangrove Forest,348,278.2,-0.149796
ZML+17,Sediment,Bacteria,MG2SumB,ERR1220553,Type,Mangrove Forest,291,283.3,-0.160086
ZML+17,Sediment,Bacteria,MG2SumC,ERR1220555,Type,Mangrove Forest,244,234.5,-0.169566
ZML+17,Sediment,Bacteria,MG3SumA,ERR1220556,Type,Mangrove Forest,312,288.3,-0.155953
ZML+17,Sediment,Bacteria,MG3SumB,ERR1220558,Type,Mangrove Forest,298,316.3,-0.163133
ZML+17,Sediment,Bacteria,MG3SumC,ERR1220559,Type,Mangrove Forest,241,259.9,-0.164407
ZML+17,Sediment,Bacteria,TF1SumA,ERR1220561,Type,Intertidal Mudflat,80,85.9,-0.153817
ZML+17,Sediment,Bacteria,TF1SumB,ERR1220562,Type,Intertidal Mudflat,179,229.9,-0.15594
ZML+17,Sediment,Bacteria,TF2SumA,ERR1220564,Type,Intertidal Mudflat,-35,-12.5,-0.152287
ZML+17,Sediment,Bacteria,TF2SumB,ERR1220565,Type,Intertidal Mudflat,65,134.2,-0.154114
ZML+17,Sediment,Bacteria,TF3SumA,ERR1220567,Type,Intertidal Mudflat,111,129.3,-0.153859
ZML+17,Sediment,Bacteria,TF3SumB,ERR1220568,Type,Intertidal Mudflat,170,217.9,-0.155719
ZML+17,Sediment,Archaea,MG1WinA,ERR1214108,Type,Mangrove Forest,300,304.1,-0.178759
ZML+17,Sediment,Archaea,MG1WinB,ERR1214109,Type,Mangrove Forest,296,259.3,-0.196003
ZML+17,Sediment,Archaea,MG1WinC,ERR1214110,Type,Mangrove Forest,251,263.4,-0.198201
ZML+17,Sediment,Archaea,MG1WinD,ERR1214111,Type,Mangrove Forest,219,254.5,-0.183207
ZML+17,Sediment,Archaea,MG2WinA,ERR1214112,Type,Mangrove Forest,264,270.5,-0.184071
ZML+17,Sediment,Archaea,MG2WinB,ERR1214113,Type,Mangrove Forest,259,224.1,-0.172737
ZML+17,Sediment,Archaea,MG2WinC,ERR1214114,Type,Mangrove Forest,235,225.5,-0.173267
ZML+17,Sediment,Archaea,MG2WinD,ERR1214115,Type,Mangrove Forest,217,224.7,-0.17617
ZML+17,Sediment,Archaea,MG3WinA,ERR1214116,Type,Mangrove Forest,266,231.1,-0.189383
ZML+17,Sediment,Archaea,MG3WinB,ERR1214117,Type,Mangrove Forest,209,165.8,-0.186511
ZML+17,Sediment,Archaea,MG3WinC,ERR1214118,Type,Mangrove Forest,202,189.6,-0.189633
ZML+17,Sediment,Archaea,MG3WinD,ERR1214119,Type,Mangrove Forest,209,232.7,-0.187926
ZML+17,Sediment,Archaea,TF1WinA,ERR1214120,Type,Intertidal Mudflat,217,220.5,-0.187616
ZML+17,Sediment,Archaea,TF1WinB,ERR1214121,Type,Intertidal Mudflat,212,252.2,-0.17713
ZML+17,Sediment,Archaea,TF2WinA,ERR1214122,Type,Intertidal Mudflat,-63.6,-37,-0.171698
ZML+17,Sediment,Archaea,TF2WinB,ERR1214123,Type,Intertidal Mudflat,58,103.6,-0.170113
ZML+17,Sediment,Archaea,TF3WinA,ERR1214124,Type,Intertidal Mudflat,-42.8,-41.6,-0.174913
ZML+17,Sediment,Archaea,TF3WinB,ERR1214125,Type,Intertidal Mudflat,106.6,137.4,-0.17505
ZML+17,Sediment,Archaea,MG1SumA,ERR1214093,Type,Mangrove Forest,398,379.1,-0.195899
ZML+17,Sediment,Archaea,MG1SumB,ERR1214094,Type,Mangrove Forest,171,205.3,-0.18263
ZML+17,Sediment,Archaea,MG1SumC,ERR1214095,Type,Mangrove Forest,95,148.2,-0.178109
ZML+17,Sediment,Archaea,MG2SumA,ERR1214096,Type,Mangrove Forest,348,278.2,-0.189391
ZML+17,Sediment,Archaea,MG2SumB,ERR1214097,Type,Mangrove Forest,291,283.3,-0.183071
ZML+17,Sediment,Archaea,MG2SumC,ERR1214098,Type,Mangrove Forest,244,234.5,-0.181736
ZML+17,Sediment,Archaea,MG3SumA,ERR1214099,Type,Mangrove Forest,312,288.3,-0.189728
ZML+17,Sediment,Archaea,MG3SumB,ERR1214100,Type,Mangrove Forest,298,316.3,-0.176013
ZML+17,Sediment,Archaea,MG3SumC,ERR1214101,Type,Mangrove Forest,241,259.9,-0.178032
ZML+17,Sediment,Archaea,TF1SumA,ERR1214102,Type,Intertidal Mudflat,80,85.9,-0.170567
ZML+17,Sediment,Archaea,TF1SumB,ERR1214103,Type,Intertidal Mudflat,179,229.9,-0.183295
ZML+17,Sediment,Archaea,TF2SumA,ERR1214104,Type,Intertidal Mudflat,-35,-12.5,-0.188035
ZML+17,Sediment,Archaea,TF2SumB,ERR1214105,Type,Intertidal Mudflat,65,134.2,-0.176271
ZML+17,Sediment,Archaea,TF3SumA,ERR1214106,Type,Intertidal Mudflat,111,129.3,-0.183091
ZML+17,Sediment,Archaea,TF3SumB,ERR1214107,Type,Intertidal Mudflat,170,217.9,-0.167075
BYB+17,Sediment,Bacteria,Pond5C_Bacteria,Pond5C_Bacteria,Type,Freshwater,-134,-124.6,-0.15405
BYB+17,Sediment,Bacteria,Pond3E_Bacteria,Pond3E_Bacteria,Type,Freshwater,-134,-102.7,-0.16391
BYB+17,Sediment,Bacteria,FarmBay_Bacteria,FarmBay_Bacteria,Type,Brackish,-3,47.8,-0.154733
BYB+17,Sediment,Bacteria,BearRiverBay_Bacteria,BearRiverBay_Bacteria,Type,Brackish,-163,-146.5,-0.159915
BYB+17,Sediment,Bacteria,SouthShore_Bacteria,SouthShore_Bacteria,Type,Saltmarsh,-29,43.3,-0.162869
BYB+17,Sediment,Bacteria,OgdenBay_Bacteria,OgdenBay_Bacteria,Type,Saltmarsh,-227,-200.2,-0.164421
BYB+17,Sediment,Bacteria,NorthBasin_Bacteria,NorthBasin_Bacteria,Type,Hypersaline,-156,-148,-0.158783
BYB+17,Sediment,Bacteria,GunnIsl_Bacteria,GunnIsl_Bacteria,Type,Hypersaline,-114,-116.2,-0.150531
BYB+17,Sediment,Archaea,Pond5C_Archaea,Pond5C_Archaea,Type,Freshwater,-134,-124.6,-0.161326
BYB+17,Sediment,Archaea,Pond3E_Archaea,Pond3E_Archaea,Type,Freshwater,-134,-102.7,-0.082093
BYB+17,Sediment,Archaea,FarmBay_Archaea,FarmBay_Archaea,Type,Brackish,-3,47.8,-0.081739
BYB+17,Sediment,Archaea,BearRiverBay_Archaea,BearRiverBay_Archaea,Type,Brackish,-163,-146.5,-0.083638
BYB+17,Sediment,Archaea,SouthShore_Archaea,SouthShore_Archaea,Type,Saltmarsh,-29,43.3,-0.079898
BYB+17,Sediment,Archaea,OgdenBay_Archaea,OgdenBay_Archaea,Type,Saltmarsh,-227,-200.2,-0.09327
BYB+17,Sediment,Archaea,NorthBasin_Archaea,NorthBasin_Archaea,Type,Hypersaline,-156,-148,-0.090952
BYB+17,Sediment,Archaea,GunnIsl_Archaea,GunnIsl_Archaea,Type,Hypersaline,-114,-116.2,-0.079482
BSPD17,Sediment,Bacteria,Water Oxic field 1,SRR3584323,Type,Water,160.8,227.1,-0.147865
BSPD17,Sediment,Bacteria,Water Oxic control 1 day 0,SRR3584432,Type,Water,133.1,213,-0.14908
BSPD17,Sediment,Bacteria,Water Oxic control 1 day 12,SRR3584499,Type,Water,142.8,176.5,-0.148897
BSPD17,Sediment,Bacteria,Water Oxic control 1 day 20,SRR3584409,Type,Water,148.45,200.5,-0.149329
BSPD17,Sediment,Bacteria,Water Oxic to Anoxic 1 day 0,SRR3584419,Type,Water,139.35,216.8,-0.150222
BSPD17,Sediment,Bacteria,Water Oxic to Anoxic 1 day 12,SRR3584496,Type,Water,172.75,192.9,-0.166757
BSPD17,Sediment,Bacteria,Water Oxic to Anoxic 1 day 20,SRR3584505,Type,Water,171.3,197.3,-0.182703
BSPD17,Sediment,Bacteria,Water Intermediate field 1,SRR3584439,Type,Water,132.5,176.3,-0.167667
BSPD17,Sediment,Bacteria,Water Intermediate to Oxic 1 day 0,SRR3584444,Type,Water,125.6,199,-0.169812
BSPD17,Sediment,Bacteria,Water Intermediate to Oxic 1 day 12,SRR3584504,Type,Water,149.5,186.8,-0.168169
BSPD17,Sediment,Bacteria,Water Intermediate to Oxic 1 day 20,SRR3584416,Type,Water,159.67,216.5,-0.149126
BSPD17,Sediment,Bacteria,Water Intermediate to Anoxic 1 day 0,SRR3584445,Type,Water,125.6,182.4,-0.163867
BSPD17,Sediment,Bacteria,Water Intermediate to Anoxic 1 day 12,SRR3584506,Type,Water,155.2,168.8,-0.192059
BSPD17,Sediment,Bacteria,Water Intermediate to Anoxic 1 day 20,SRR3584417,Type,Water,183.3,210.5,-0.152487
BSPD17,Sediment,Bacteria,Water Anoxic field 1,SRR3584472,Type,Water,-1.4,39.4,-0.174419
BSPD17,Sediment,Bacteria,Water Anoxic control 1 day 0,SRR3584447,Type,Water,146.5,181.4,-0.163235
BSPD17,Sediment,Bacteria,Water Anoxic control 1 day 12,SRR3584508,Type,Water,143.35,171.2,-0.199341
BSPD17,Sediment,Bacteria,Water Anoxic control 1 day 20,SRR3584436,Type,Water,157,178.3,-0.201357
BSPD17,Sediment,Bacteria,Water Anoxic to Oxic 1 day 0,SRR3584446,Type,Water,45.93,104.5,-0.172143
BSPD17,Sediment,Bacteria,Water Anoxic to Oxic 1 day 12,SRR3584507,Type,Water,153.33,197.1,-0.168523
BSPD17,Sediment,Bacteria,Water Anoxic to Oxic 1 day 20,SRR3584435,Type,Water,157.5,217.2,-0.162722
BSPD17,Sediment,Bacteria,Sediment Oxic field 1,SRR3584512,Type,Sediment,96.95,147.2,-0.15246
BSPD17,Sediment,Bacteria,Sediment Intermediate field 1,SRR3584515,Type,Sediment,119.7,175.9,-0.170348
BSPD17,Sediment,Bacteria,Sediment Intermediate to Oxic 1,SRR3584399,Type,Sediment,104.15,158,-0.171178
BSPD17,Sediment,Bacteria,Sediment Intermediate to Anoxic 1,SRR3584401,Type,Sediment,128.37,188.7,-0.176382
BSPD17,Sediment,Bacteria,Sediment Anoxic field 1,SRR3584371,Type,Sediment,114.2,179.3,-0.169254
BSPD17,Sediment,Bacteria,Sediment Anoxic control 1,SRR3584406,Type,Sediment,106.75,178.9,-0.181667
BSPD17,Sediment,Bacteria,Sediment Anoxic to Oxic 1,SRR3584404,Type,Sediment,130.8,191.1,-0.180967
HDZ+19,Sediment,Bacteria,L10S,SRR4995753,Type,Sediment,-225,-212.6,-0.167835
HDZ+19,Sediment,Bacteria,L10W,SRR4995754,Type,Water,35.6,131.7,-0.144615
HDZ+19,Sediment,Bacteria,L1S,SRR4995622,Type,Sediment,-383,-381.2,-0.163851
HDZ+19,Sediment,Bacteria,L1W,SRR4995620,Type,Water,41.65,142.9,-0.150141
HDZ+19,Sediment,Bacteria,L2S,SRR4995740,Type,Sediment,-370,-344,-0.162377
HDZ+19,Sediment,Bacteria,L2W,SRR4995739,Type,Water,28.71,149.7,-0.148446
HDZ+19,Sediment,Bacteria,L3S,SRR4995741,Type,Sediment,-230,-235.9,-0.171899
HDZ+19,Sediment,Bacteria,L3W,SRR4995742,Type,Water,21.28,161,-0.149029
HDZ+19,Sediment,Bacteria,L4W,SRR4995743,Type,Water,10.75,155.4,-0.152952
HDZ+19,Sediment,Bacteria,L5S,SRR4995744,Type,Sediment,-324,-321,-0.17291
HDZ+19,Sediment,Bacteria,L5W,SRR4995745,Type,Water,-2.84,139.3,-0.151411
HDZ+19,Sediment,Bacteria,L6S,SRR4995746,Type,Sediment,-180,-214.9,-0.162777
HDZ+19,Sediment,Bacteria,L6W,SRR4995747,Type,Water,11.49,156.3,-0.156184
HDZ+19,Sediment,Bacteria,L7W,SRR4995748,Type,Water,2.95,141.1,-0.153742
HDZ+19,Sediment,Bacteria,L8S,SRR4995749,Type,Sediment,-360,-329.8,-0.165991
HDZ+19,Sediment,Bacteria,L8W,SRR4995750,Type,Water,4.25,135,-0.149861
HDZ+19,Sediment,Bacteria,L9S,SRR4995751,Type,Sediment,-327,-300.4,-0.15761
